,p,q,f
304,0.7257257257257257,0.7367367367367368,0.2222222222222222
1979,0.992992992992993,0.43743743743743746,1.0
4988,0.2932932932932933,0.8108108108108109,0.3333333333333333
5097,0.9359359359359359,0.6646646646646647,0.5555555555555556
2599,0.30930930930930933,0.25425425425425424,0.6666666666666666
9890,0.09109109109109109,0.33633633633633636,0.0
1038,0.42842842842842843,0.3983983983983984,0.4444444444444444
1402,0.24224224224224225,0.0,0.5555555555555556
9507,0.4844844844844845,0.11811811811811812,1.0
2723,0.6656656656656657,0.04504504504504504,0.3333333333333333
7429,0.7567567567567568,0.44244244244244246,0.1111111111111111
7698,0.7177177177177178,0.33933933933933935,0.3333333333333333
3077,0.7597597597597597,0.9079079079079079,0.7777777777777778
4180,0.19519519519519518,0.15515515515515516,0.3333333333333333
5790,0.8998998998998999,0.6586586586586587,0.1111111111111111
4989,0.23623623623623624,0.5525525525525525,0.1111111111111111
3481,0.8438438438438438,0.2002002002002002,0.1111111111111111
5993,0.03803803803803804,0.6866866866866866,0.5555555555555556
5864,0.12212212212212212,0.8948948948948949,0.6666666666666666
2710,0.35935935935935936,0.7487487487487487,0.3333333333333333
7604,0.6326326326326326,0.3233233233233233,0.1111111111111111
3539,0.970970970970971,0.7877877877877878,0.8888888888888888
3133,0.43743743743743746,0.9099099099099099,0.0
6420,0.037037037037037035,0.44044044044044045,0.6666666666666666
9719,0.8918918918918919,0.5895895895895896,0.2222222222222222
5250,0.7787787787787788,0.5305305305305306,0.4444444444444444
6737,0.6516516516516516,0.13313313313313313,0.7777777777777778
3872,0.7697697697697697,0.8378378378378378,0.2222222222222222
2364,0.32432432432432434,0.5555555555555556,1.0
9207,0.03803803803803804,0.3963963963963964,0.6666666666666666
6825,0.5355355355355356,0.944944944944945,1.0
2033,0.3033033033033033,0.993993993993994,0.6666666666666666
5281,0.4394394394394394,0.7627627627627628,0.5555555555555556
2999,0.9479479479479479,0.7167167167167167,0.2222222222222222
2719,0.7157157157157157,0.8338338338338338,0.6666666666666666
9244,0.7297297297297297,0.43243243243243246,1.0
1853,0.6196196196196196,0.32932932932932935,0.0
8499,0.998998998998999,0.7827827827827828,0.5555555555555556
5632,0.8538538538538538,0.42542542542542544,1.0
1510,0.5055055055055055,0.08208208208208208,0.4444444444444444
386,0.14714714714714713,0.8908908908908909,0.8888888888888888
1119,0.7857857857857858,0.8138138138138138,0.8888888888888888
3405,0.8108108108108109,0.26926926926926925,0.4444444444444444
466,0.4974974974974975,0.10810810810810811,1.0
4613,0.4024024024024024,0.36036036036036034,0.2222222222222222
4299,0.6536536536536537,0.2672672672672673,1.0
8995,0.8108108108108109,0.4754754754754755,0.7777777777777778
1374,0.8448448448448449,0.07007007007007007,0.3333333333333333
3315,0.6956956956956957,0.8158158158158159,0.4444444444444444
5875,0.8718718718718719,0.16716716716716717,0.5555555555555556
5525,0.4994994994994995,0.02002002002002002,0.8888888888888888
9711,0.8488488488488488,0.23123123123123124,0.5555555555555556
5285,0.04504504504504504,0.1091091091091091,0.4444444444444444
5544,0.08408408408408409,0.8048048048048048,0.8888888888888888
7150,1.0,0.7597597597597597,0.4444444444444444
638,0.7997997997997998,0.27927927927927926,0.0
963,0.25625625625625625,0.08308308308308308,0.3333333333333333
6120,0.031031031031031032,0.043043043043043044,0.4444444444444444
8826,0.36736736736736736,0.6976976976976977,0.7777777777777778
8568,0.9049049049049049,0.6156156156156156,1.0
8032,0.5815815815815816,0.9019019019019019,0.2222222222222222
1520,0.5925925925925926,0.5565565565565566,0.3333333333333333
543,0.13513513513513514,0.5415415415415415,0.5555555555555556
9368,0.08708708708708708,0.7747747747747747,0.6666666666666666
4458,0.4034034034034034,0.986986986986987,0.5555555555555556
1031,0.6566566566566566,0.08708708708708708,0.5555555555555556
6671,0.03203203203203203,0.975975975975976,0.8888888888888888
6909,0.6616616616616616,0.7537537537537538,0.2222222222222222
3768,0.16416416416416416,0.8168168168168168,0.3333333333333333
1107,0.30930930930930933,0.7457457457457457,0.0
3002,0.6586586586586587,0.35735735735735735,0.1111111111111111
743,0.4074074074074074,0.7857857857857858,0.6666666666666666
4218,0.21521521521521522,0.5795795795795796,0.1111111111111111
6701,0.38238238238238237,0.001001001001001001,0.4444444444444444
8012,0.93993993993994,0.7817817817817818,0.3333333333333333
2077,0.6466466466466466,0.4844844844844845,0.0
2297,0.12112112112112113,0.7657657657657657,0.3333333333333333
3358,0.8658658658658659,0.26426426426426425,0.2222222222222222
4947,0.42042042042042044,0.4544544544544545,0.4444444444444444
4876,0.002002002002002002,0.6056056056056056,1.0
2069,0.45845845845845845,0.4774774774774775,0.6666666666666666
9981,0.6736736736736737,0.3883883883883884,1.0
9645,0.8568568568568569,0.6206206206206206,0.8888888888888888
5370,0.7167167167167167,0.07807807807807808,0.0
5142,0.7257257257257257,0.6686686686686687,0.7777777777777778
6060,0.38738738738738737,0.1111111111111111,0.2222222222222222
8104,0.21021021021021022,0.4864864864864865,0.3333333333333333
5125,0.8598598598598599,0.7847847847847848,0.6666666666666666
9348,0.0920920920920921,0.9279279279279279,0.3333333333333333
7168,0.987987987987988,0.3743743743743744,0.4444444444444444
987,0.8848848848848849,0.01901901901901902,0.7777777777777778
8982,0.7817817817817818,0.18018018018018017,0.7777777777777778
8362,0.4944944944944945,0.9319319319319319,1.0
5477,0.5505505505505506,0.42342342342342343,0.4444444444444444
8262,0.33233233233233234,0.21121121121121122,0.4444444444444444
6928,0.013013013013013013,0.09509509509509509,0.4444444444444444
6389,0.7027027027027027,0.5825825825825826,0.8888888888888888
9443,0.6876876876876877,0.988988988988989,0.7777777777777778
6221,0.44544544544544545,0.47047047047047047,0.2222222222222222
6754,0.9669669669669669,0.6336336336336337,1.0
2806,0.5315315315315315,0.6726726726726727,0.7777777777777778
8524,0.12712712712712712,0.6546546546546547,0.2222222222222222
6995,0.15315315315315314,0.057057057057057055,0.0
4225,0.03303303303303303,0.6706706706706707,0.8888888888888888
9329,0.7437437437437437,0.8218218218218218,0.0
1281,0.6176176176176176,0.6056056056056056,1.0
8810,0.8808808808808809,0.5865865865865866,0.2222222222222222
4752,0.1031031031031031,0.9079079079079079,1.0
5117,0.05905905905905906,0.39039039039039036,0.8888888888888888
3376,0.14214214214214213,0.6866866866866866,0.3333333333333333
2390,0.21921921921921922,0.7447447447447447,0.5555555555555556
9735,0.9319319319319319,0.986986986986987,0.8888888888888888
8274,0.6296296296296297,0.6526526526526526,0.1111111111111111
811,0.6236236236236237,0.3073073073073073,0.2222222222222222
5260,0.5245245245245245,0.5595595595595596,0.1111111111111111
3645,0.8848848848848849,0.9279279279279279,0.2222222222222222
7093,0.9109109109109109,0.08308308308308308,0.1111111111111111
4046,0.07807807807807808,0.3173173173173173,0.2222222222222222
7525,0.4214214214214214,0.5205205205205206,0.5555555555555556
4042,0.0890890890890891,0.7577577577577578,0.0
3014,0.3063063063063063,0.31431431431431434,1.0
849,0.1011011011011011,0.8648648648648649,0.1111111111111111
5292,0.6516516516516516,0.01901901901901902,0.5555555555555556
8394,0.14214214214214213,0.7537537537537538,0.7777777777777778
4043,0.8188188188188188,0.14014014014014015,0.1111111111111111
1309,0.7587587587587588,0.7707707707707707,0.4444444444444444
3547,0.06806806806806807,0.8688688688688688,1.0
7501,0.11611611611611612,0.11811811811811812,0.8888888888888888
7570,0.7037037037037037,0.4034034034034034,0.0
1761,0.978978978978979,0.42242242242242245,0.6666666666666666
1215,0.001001001001001001,0.34634634634634637,0.0
6913,0.2062062062062062,0.7827827827827828,0.1111111111111111
3147,0.7357357357357357,0.1011011011011011,0.8888888888888888
3041,0.07007007007007007,0.8458458458458459,0.8888888888888888
322,0.48848848848848847,0.8778778778778779,0.4444444444444444
629,0.6596596596596597,0.22422422422422422,1.0
7249,0.34234234234234234,0.8558558558558559,0.3333333333333333
3682,0.6916916916916916,0.8878878878878879,0.2222222222222222
3971,0.10510510510510511,0.13313313313313313,0.4444444444444444
9157,0.7727727727727728,0.5855855855855856,0.4444444444444444
1410,0.5675675675675675,0.8388388388388388,0.0
9795,0.16216216216216217,0.8678678678678678,0.7777777777777778
5613,0.3033033033033033,0.6876876876876877,1.0
2340,0.23923923923923923,0.38038038038038036,0.2222222222222222
2704,0.995995995995996,0.15015015015015015,0.6666666666666666
5252,1.0,0.9379379379379379,0.4444444444444444
3949,0.6996996996996997,0.3183183183183183,0.5555555555555556
8077,0.978978978978979,0.7137137137137137,0.1111111111111111
6452,0.8548548548548549,0.6186186186186187,0.3333333333333333
1389,0.2852852852852853,0.8198198198198198,1.0
336,0.5655655655655656,0.4694694694694695,0.6666666666666666
6624,0.4184184184184184,0.8968968968968969,1.0
2490,0.6296296296296297,0.29429429429429427,0.5555555555555556
9522,0.6316316316316316,0.5365365365365365,0.8888888888888888
7696,0.022022022022022022,0.2032032032032032,0.8888888888888888
8659,0.2902902902902903,0.955955955955956,0.3333333333333333
4497,0.982982982982983,0.3383383383383383,0.4444444444444444
9458,0.38038038038038036,0.4934934934934935,0.0
3434,0.43843843843843844,0.8128128128128128,0.5555555555555556
8360,0.97997997997998,0.13313313313313313,1.0
8712,0.35135135135135137,0.9429429429429429,0.7777777777777778
5308,0.5955955955955956,0.42042042042042044,0.4444444444444444
7796,0.6796796796796797,0.8198198198198198,0.0
3051,0.8988988988988988,0.934934934934935,0.1111111111111111
2899,0.08008008008008008,0.2702702702702703,0.4444444444444444
4576,0.056056056056056056,0.0970970970970971,0.3333333333333333
2420,0.17217217217217218,0.8918918918918919,0.3333333333333333
7299,0.6146146146146146,0.5365365365365365,0.5555555555555556
1992,0.37237237237237236,0.11611611611611612,0.2222222222222222
5851,0.35235235235235235,0.7217217217217218,0.3333333333333333
3726,0.5345345345345346,0.943943943943944,1.0
2191,0.8158158158158159,0.36436436436436437,0.8888888888888888
9925,0.4264264264264264,0.7517517517517518,0.4444444444444444
4465,0.022022022022022022,0.3303303303303303,1.0
4578,0.18118118118118118,0.1841841841841842,0.1111111111111111
2742,0.2722722722722723,0.1891891891891892,0.7777777777777778
1725,0.7167167167167167,0.5495495495495496,0.6666666666666666
556,0.001001001001001001,0.23523523523523523,0.5555555555555556
6333,0.06706706706706707,0.5845845845845846,0.7777777777777778
2350,0.9769769769769769,0.7947947947947948,0.0
2379,0.5215215215215215,0.11411411411411411,0.1111111111111111
7025,0.7977977977977978,0.8098098098098098,0.7777777777777778
3926,0.3783783783783784,0.8398398398398398,0.7777777777777778
4797,0.3783783783783784,0.08208208208208208,1.0
1705,0.5855855855855856,0.8278278278278278,0.3333333333333333
2816,0.7307307307307307,0.5585585585585585,0.1111111111111111
8448,0.8618618618618619,0.5755755755755756,0.4444444444444444
2115,0.7527527527527528,0.7157157157157157,0.6666666666666666
4923,0.7237237237237237,0.37537537537537535,0.2222222222222222
3142,0.2182182182182182,0.06006006006006006,0.3333333333333333
4094,0.5155155155155156,0.9029029029029029,0.1111111111111111
7480,0.44344344344344344,0.35135135135135137,0.2222222222222222
2234,0.08308308308308308,0.8368368368368369,0.4444444444444444
2036,0.5405405405405406,0.8198198198198198,1.0
6915,0.43843843843843844,1.0,0.7777777777777778
5630,0.4984984984984985,0.0960960960960961,0.4444444444444444
9393,0.18618618618618618,0.26926926926926925,0.4444444444444444
8850,0.37037037037037035,0.04504504504504504,0.6666666666666666
6977,0.1091091091091091,0.7557557557557557,0.4444444444444444
307,0.8728728728728729,0.5615615615615616,0.4444444444444444
7019,0.6966966966966966,0.6306306306306306,0.8888888888888888
6490,0.03003003003003003,0.5035035035035035,0.4444444444444444
2820,0.8908908908908909,0.22022022022022023,0.8888888888888888
7776,0.42242242242242245,0.02902902902902903,0.8888888888888888
9421,0.7887887887887888,0.2072072072072072,0.8888888888888888
4855,0.8668668668668669,0.21121121121121122,0.4444444444444444
8633,0.4294294294294294,0.4244244244244244,0.3333333333333333
4469,0.9359359359359359,0.7717717717717718,0.3333333333333333
1553,0.17017017017017017,0.33133133133133136,0.8888888888888888
9543,0.5085085085085085,0.5775775775775776,1.0
2119,0.3303303303303303,0.8048048048048048,0.3333333333333333
2026,0.8068068068068068,0.3953953953953954,0.6666666666666666
2113,0.6296296296296297,0.4594594594594595,0.0
9992,0.7437437437437437,0.5235235235235235,0.4444444444444444
4294,0.6636636636636637,0.3303303303303303,0.2222222222222222
4270,0.8618618618618619,0.12812812812812813,0.3333333333333333
8875,0.26626626626626626,0.07807807807807808,0.5555555555555556
8674,0.8828828828828829,0.1991991991991992,0.2222222222222222
4718,0.15615615615615616,0.5495495495495496,0.7777777777777778
2428,0.26926926926926925,0.960960960960961,0.2222222222222222
9016,0.3383383383383383,0.7587587587587588,0.8888888888888888
593,0.1841841841841842,0.8318318318318318,0.4444444444444444
8594,0.8078078078078078,0.16816816816816818,0.7777777777777778
6396,0.7057057057057057,0.3663663663663664,0.6666666666666666
7737,0.13513513513513514,0.08808808808808809,0.7777777777777778
5554,0.2602602602602603,0.05205205205205205,0.1111111111111111
2678,0.9309309309309309,0.36536536536536535,0.7777777777777778
5402,0.8088088088088088,0.22622622622622623,1.0
4946,0.6396396396396397,0.15215215215215216,0.8888888888888888
6622,0.043043043043043044,0.8108108108108109,0.4444444444444444
9601,0.009009009009009009,0.7347347347347347,0.4444444444444444
381,0.4344344344344344,0.43743743743743746,0.0
6570,0.15815815815815815,0.6816816816816816,0.4444444444444444
3044,0.6436436436436437,0.3333333333333333,0.1111111111111111
7946,0.07807807807807808,0.24024024024024024,0.5555555555555556
738,0.26326326326326327,0.8198198198198198,1.0
815,0.983983983983984,0.8758758758758759,0.7777777777777778
6522,0.7067067067067067,0.42042042042042044,0.4444444444444444
5342,0.7507507507507507,0.8728728728728729,0.2222222222222222
2626,0.4164164164164164,0.1961961961961962,0.0
7957,0.16216216216216217,0.11911911911911911,0.4444444444444444
173,0.8148148148148148,0.5945945945945946,0.2222222222222222
3331,0.5085085085085085,0.958958958958959,0.8888888888888888
4167,0.3483483483483483,0.3963963963963964,0.5555555555555556
4309,0.8048048048048048,0.26326326326326327,0.0
9441,0.9819819819819819,0.6906906906906907,0.7777777777777778
6412,0.7217217217217218,0.17917917917917917,0.6666666666666666
802,0.3993993993993994,0.5025025025025025,0.5555555555555556
9174,0.0990990990990991,0.7877877877877878,0.6666666666666666
3886,0.1041041041041041,0.05305305305305305,1.0
5463,0.8708708708708709,0.16916916916916916,0.1111111111111111
373,0.3483483483483483,0.25625625625625625,0.0
7898,0.44644644644644643,0.21421421421421422,0.1111111111111111
5340,0.1061061061061061,0.6906906906906907,1.0
2079,0.5455455455455456,0.980980980980981,0.4444444444444444
3785,0.022022022022022022,0.6176176176176176,0.1111111111111111
6266,0.25625625625625625,0.4294294294294294,0.2222222222222222
5377,0.7927927927927928,0.19119119119119118,0.6666666666666666
9940,0.918918918918919,0.02702702702702703,0.6666666666666666
8134,0.4094094094094094,0.1961961961961962,0.7777777777777778
5878,0.997997997997998,0.44044044044044045,1.0
6278,0.46146146146146144,0.8428428428428428,0.6666666666666666
1372,0.38538538538538536,0.16916916916916916,0.5555555555555556
8354,0.5215215215215215,0.5975975975975976,0.4444444444444444
7917,0.22322322322322322,0.4494494494494494,0.0
8947,0.6206206206206206,0.92992992992993,0.3333333333333333
8167,0.3793793793793794,0.970970970970971,0.7777777777777778
4708,0.43343343343343343,0.33233233233233234,0.2222222222222222
4405,0.2042042042042042,0.24824824824824826,0.1111111111111111
700,0.5345345345345346,0.2132132132132132,0.6666666666666666
8779,0.17417417417417416,0.5805805805805806,0.2222222222222222
9200,0.6456456456456456,0.10710710710710711,0.2222222222222222
4215,0.11411411411411411,0.35035035035035034,0.6666666666666666
3162,0.975975975975976,0.26226226226226224,0.7777777777777778
2862,0.12212212212212212,0.14314314314314314,0.8888888888888888
3039,0.6276276276276276,0.3743743743743744,0.6666666666666666
8423,0.6866866866866866,0.22522522522522523,0.4444444444444444
1990,0.7997997997997998,0.009009009009009009,0.1111111111111111
4049,0.7377377377377378,0.4944944944944945,0.6666666666666666
6678,0.2602602602602603,0.9069069069069069,0.8888888888888888
904,0.924924924924925,0.9529529529529529,0.5555555555555556
7924,0.46146146146146144,0.6806806806806807,0.3333333333333333
6563,0.8808808808808809,0.1001001001001001,0.3333333333333333
3519,0.8408408408408409,0.2002002002002002,0.8888888888888888
314,0.6736736736736737,0.6366366366366366,0.0
7498,0.32432432432432434,0.3003003003003003,0.0
7516,0.14014014014014015,0.08408408408408409,1.0
1707,0.6236236236236237,0.33233233233233234,0.1111111111111111
8115,0.38038038038038036,0.23823823823823823,1.0
7406,0.12612612612612611,0.07207207207207207,0.2222222222222222
3966,0.8548548548548549,0.2732732732732733,1.0
2195,0.4984984984984985,0.6956956956956957,0.2222222222222222
8683,0.3103103103103103,0.6846846846846847,0.2222222222222222
2970,0.8158158158158159,0.12912912912912913,0.7777777777777778
5596,0.7997997997997998,0.9109109109109109,0.2222222222222222
4926,0.5465465465465466,0.10810810810810811,0.6666666666666666
8228,0.13613613613613615,0.5475475475475475,0.1111111111111111
4141,0.5445445445445446,0.7087087087087087,0.8888888888888888
1908,0.3733733733733734,0.25325325325325326,0.7777777777777778
1789,0.5695695695695696,0.5055055055055055,0.4444444444444444
582,0.25425425425425424,0.974974974974975,0.1111111111111111
3738,0.5595595595595596,0.8098098098098098,0.1111111111111111
437,0.4084084084084084,0.3163163163163163,1.0
8703,0.8088088088088088,0.12512512512512514,0.0
4320,0.43243243243243246,0.7577577577577578,0.5555555555555556
3818,0.5255255255255256,0.9479479479479479,0.6666666666666666
88,0.36936936936936937,0.13613613613613615,0.1111111111111111
1912,0.22822822822822822,0.9359359359359359,0.6666666666666666
3936,0.7487487487487487,0.7467467467467468,0.8888888888888888
3017,0.5415415415415415,0.23523523523523523,0.8888888888888888
6084,0.7557557557557557,0.9269269269269269,0.2222222222222222
2294,0.06806806806806807,0.05305305305305305,0.8888888888888888
9255,0.4444444444444444,0.5805805805805806,0.0
6503,0.08508508508508508,0.23123123123123124,0.4444444444444444
5710,0.007007007007007007,0.8318318318318318,0.1111111111111111
530,0.5775775775775776,0.1941941941941942,0.6666666666666666
9859,0.6446446446446447,0.14214214214214213,0.5555555555555556
7645,0.6256256256256256,0.8058058058058059,0.3333333333333333
1532,0.31931931931931934,0.7637637637637638,0.3333333333333333
5084,0.21121121121121122,0.9529529529529529,0.0
1029,0.46346346346346345,0.2032032032032032,1.0
4158,0.5965965965965966,0.23823823823823823,0.1111111111111111
706,0.4364364364364364,0.7067067067067067,0.8888888888888888
9446,0.986986986986987,0.8508508508508509,0.0
9080,0.8298298298298298,0.7167167167167167,0.0
2543,0.9669669669669669,0.5775775775775776,1.0
5343,0.4804804804804805,0.7887887887887888,0.7777777777777778
3836,0.08008008008008008,0.2932932932932933,0.8888888888888888
9341,0.08208208208208208,0.4294294294294294,0.2222222222222222
5406,0.015015015015015015,0.5915915915915916,0.0
7228,0.3813813813813814,0.47647647647647645,0.8888888888888888
526,0.21121121121121122,0.6096096096096096,0.6666666666666666
2307,0.9109109109109109,0.8568568568568569,0.6666666666666666
8776,0.07507507507507508,0.23423423423423423,0.0
2808,0.6466466466466466,0.8918918918918919,0.2222222222222222
1492,0.9679679679679679,0.8508508508508509,0.7777777777777778
1364,0.27427427427427425,0.17317317317317318,0.5555555555555556
5182,0.32232232232232233,0.8128128128128128,0.5555555555555556
4227,0.03903903903903904,0.4854854854854855,0.0
7977,0.6236236236236237,0.2172172172172172,0.6666666666666666
4070,0.2832832832832833,0.08208208208208208,0.3333333333333333
2235,0.22422422422422422,0.6856856856856857,0.3333333333333333
5444,0.4014014014014014,0.8418418418418419,0.2222222222222222
7463,0.9619619619619619,0.7117117117117117,0.3333333333333333
7170,0.1881881881881882,0.8658658658658659,0.1111111111111111
524,0.3973973973973974,0.7977977977977978,0.6666666666666666
5668,0.5805805805805806,0.6696696696696697,0.7777777777777778
4524,0.1991991991991992,0.6136136136136137,0.6666666666666666
282,0.35735735735735735,0.994994994994995,0.3333333333333333
3446,0.36236236236236236,0.8988988988988988,0.4444444444444444
3092,0.5585585585585585,0.25225225225225223,1.0
5425,0.4034034034034034,0.5065065065065065,0.8888888888888888
3537,0.03903903903903904,0.32732732732732733,0.3333333333333333
5004,0.7857857857857858,0.8538538538538538,0.4444444444444444
3248,0.7987987987987988,0.4744744744744745,0.7777777777777778
5338,0.5285285285285285,0.7867867867867868,0.5555555555555556
7573,0.5585585585585585,0.6276276276276276,0.7777777777777778
7374,0.8308308308308309,0.2002002002002002,0.3333333333333333
4850,0.6716716716716716,0.03003003003003003,1.0
1343,0.6226226226226226,0.8188188188188188,0.1111111111111111
1192,0.04804804804804805,0.6716716716716716,0.5555555555555556
644,0.6616616616616616,0.6996996996996997,0.7777777777777778
1729,0.4774774774774775,0.933933933933934,0.4444444444444444
9650,0.12912912912912913,0.1871871871871872,0.3333333333333333
8283,0.5665665665665666,0.8158158158158159,0.2222222222222222
2374,0.38238238238238237,0.4594594594594595,0.7777777777777778
9417,0.13813813813813813,0.7827827827827828,0.2222222222222222
2134,0.042042042042042045,0.7777777777777778,0.4444444444444444
6366,0.9819819819819819,0.5735735735735735,0.3333333333333333
1617,0.4494494494494494,0.9769769769769769,0.0
9063,0.3783783783783784,0.4344344344344344,0.4444444444444444
3228,0.4844844844844845,0.3923923923923924,1.0
3722,0.9469469469469469,0.0970970970970971,0.0
9831,0.973973973973974,0.4124124124124124,0.7777777777777778
2169,0.8398398398398398,0.95995995995996,1.0
3503,0.968968968968969,0.15615615615615616,0.2222222222222222
1976,0.06606606606606606,0.5325325325325325,0.0
3748,0.14814814814814814,0.9099099099099099,0.4444444444444444
1120,0.975975975975976,0.8568568568568569,0.4444444444444444
1489,0.6546546546546547,0.25925925925925924,0.1111111111111111
1815,0.5325325325325325,0.2832832832832833,0.8888888888888888
4257,0.965965965965966,0.8978978978978979,1.0
6805,0.4574574574574575,0.6776776776776777,0.5555555555555556
8122,0.7537537537537538,0.7777777777777778,0.3333333333333333
5705,0.2082082082082082,0.9039039039039038,0.0
6413,0.2062062062062062,0.6066066066066066,0.5555555555555556
5467,0.5405405405405406,0.3063063063063063,0.3333333333333333
5644,0.9079079079079079,0.8608608608608609,0.5555555555555556
7940,0.23823823823823823,0.08508508508508508,0.1111111111111111
809,0.2552552552552553,0.15315315315315314,0.6666666666666666
4687,0.2802802802802803,0.8868868868868869,0.6666666666666666
4329,0.34234234234234234,0.5895895895895896,0.1111111111111111
6246,0.8438438438438438,0.14314314314314314,0.5555555555555556
1630,0.43543543543543545,0.5235235235235235,0.1111111111111111
6874,0.42542542542542544,0.9109109109109109,1.0
4972,0.9319319319319319,0.6256256256256256,0.7777777777777778
8762,0.2932932932932933,0.5895895895895896,0.3333333333333333
3298,0.4644644644644645,0.7427427427427428,0.6666666666666666
779,0.5505505505505506,0.995995995995996,1.0
1345,0.09309309309309309,0.08308308308308308,0.8888888888888888
6641,0.988988988988989,0.7007007007007007,0.5555555555555556
5785,0.4144144144144144,0.35535535535535534,1.0
4841,0.4574574574574575,0.5025025025025025,1.0
615,0.17017017017017017,0.0,0.6666666666666666
971,0.5165165165165165,0.5475475475475475,0.1111111111111111
7729,0.5875875875875876,0.1971971971971972,0.4444444444444444
3055,0.8938938938938938,0.98998998998999,0.5555555555555556
3968,0.7467467467467468,0.5195195195195195,0.0
9860,0.30930930930930933,0.47347347347347346,0.2222222222222222
7264,0.7647647647647647,0.3303303303303303,0.6666666666666666
5187,0.973973973973974,0.11211211211211211,0.8888888888888888
3599,0.3123123123123123,0.5735735735735735,1.0
6526,0.973973973973974,0.09509509509509509,0.3333333333333333
3879,0.17017017017017017,0.46846846846846846,0.3333333333333333
355,0.39039039039039036,0.012012012012012012,0.2222222222222222
24,0.43743743743743746,0.9419419419419419,0.3333333333333333
5669,0.8178178178178178,0.04004004004004004,0.6666666666666666
9406,0.09509509509509509,0.09309309309309309,0.8888888888888888
2689,0.07507507507507508,0.8338338338338338,0.0
8213,0.6826826826826827,0.9179179179179179,0.1111111111111111
1896,0.9019019019019019,0.94994994994995,0.8888888888888888
1335,0.01701701701701702,0.7887887887887888,1.0
3119,0.6026026026026026,0.2072072072072072,0.8888888888888888
8311,0.991991991991992,0.05005005005005005,0.2222222222222222
2617,0.8878878878878879,0.5975975975975976,0.1111111111111111
3784,0.7917917917917918,0.9819819819819819,0.0
4431,0.93993993993994,0.5475475475475475,0.6666666666666666
4668,0.6246246246246246,0.6446446446446447,0.5555555555555556
1680,0.5525525525525525,0.07007007007007007,0.0
4051,0.6256256256256256,0.3153153153153153,0.3333333333333333
3401,0.11911911911911911,0.8978978978978979,0.0
3214,0.6166166166166166,0.7247247247247247,0.3333333333333333
225,0.02002002002002002,0.975975975975976,0.5555555555555556
5033,0.21621621621621623,0.45545545545545546,0.2222222222222222
6500,0.13013013013013014,0.980980980980981,0.0
5856,0.05205205205205205,0.8058058058058059,0.4444444444444444
7970,0.6636636636636637,0.970970970970971,0.1111111111111111
1656,0.38038038038038036,0.11411411411411411,0.7777777777777778
568,0.6386386386386387,0.3253253253253253,0.7777777777777778
1620,0.7917917917917918,0.5625625625625625,0.7777777777777778
9275,0.44244244244244246,0.04504504504504504,0.4444444444444444
7807,0.8998998998998999,0.7587587587587588,0.2222222222222222
4419,0.2702702702702703,0.22722722722722724,0.2222222222222222
9156,0.03003003003003003,0.8918918918918919,0.4444444444444444
5513,0.7667667667667668,0.08808808808808809,0.2222222222222222
7137,0.48148148148148145,0.6666666666666666,0.2222222222222222
2813,0.913913913913914,0.6696696696696697,0.5555555555555556
9826,0.13713713713713713,0.6156156156156156,0.7777777777777778
9997,0.4264264264264264,0.7237237237237237,1.0
7335,0.2602602602602603,0.35035035035035034,0.6666666666666666
4422,0.7277277277277278,0.06806806806806807,1.0
5438,0.6966966966966966,0.35535535535535534,0.3333333333333333
2031,0.16416416416416416,0.8208208208208209,0.0
3990,0.8418418418418419,0.6176176176176176,0.0
5189,0.8358358358358359,0.016016016016016016,1.0
193,0.7937937937937938,0.7537537537537538,0.2222222222222222
8443,0.5175175175175175,0.914914914914915,0.8888888888888888
3013,0.992992992992993,0.8188188188188188,0.8888888888888888
1144,0.4824824824824825,0.6426426426426426,0.2222222222222222
3040,0.7917917917917918,0.5665665665665666,0.1111111111111111
8819,0.4164164164164164,0.32432432432432434,0.6666666666666666
1244,0.94994994994995,0.5545545545545546,1.0
3453,0.33133133133133136,0.3083083083083083,0.3333333333333333
9323,0.33433433433433435,0.4844844844844845,0.0
4268,0.7697697697697697,0.27927927927927926,0.8888888888888888
6908,0.2072072072072072,0.8888888888888888,0.7777777777777778
3976,0.6226226226226226,0.1971971971971972,0.3333333333333333
299,0.1931931931931932,0.8338338338338338,1.0
4562,0.8358358358358359,0.03903903903903904,0.2222222222222222
1483,0.5135135135135135,0.3003003003003003,0.7777777777777778
6604,0.42342342342342343,0.8308308308308309,0.2222222222222222
1092,0.3733733733733734,0.07907907907907907,0.2222222222222222
2743,0.5555555555555556,0.4164164164164164,1.0
8883,0.8538538538538538,0.15015015015015015,0.4444444444444444
9088,0.2172172172172172,0.47047047047047047,0.4444444444444444
4198,0.01001001001001001,0.39039039039039036,0.4444444444444444
3900,0.973973973973974,0.5635635635635635,0.0
3004,0.6946946946946947,0.46646646646646645,0.8888888888888888
8017,0.8958958958958959,0.3203203203203203,0.1111111111111111
2284,0.042042042042042045,0.42542542542542544,0.2222222222222222
7508,0.24524524524524524,0.7437437437437437,0.4444444444444444
6666,0.2012012012012012,0.8868868868868869,0.1111111111111111
5274,0.5825825825825826,0.9479479479479479,0.8888888888888888
6932,0.23523523523523523,0.6316316316316316,0.6666666666666666
5986,0.14414414414414414,0.44144144144144143,0.3333333333333333
8014,0.07407407407407407,0.3813813813813814,0.5555555555555556
7467,0.16016016016016016,0.8528528528528528,0.8888888888888888
