,p,q,f,out
2562,398,906,6,-508
2563,296,767,1,1063
2564,569,862,2,1431
2565,111,546,7,-435
2566,88,416,3,504
2567,996,123,8,873
2568,950,501,7,449
2569,863,975,10,-112
2570,726,528,1,1254
2571,435,796,9,-361
2572,938,682,10,256
2573,699,87,6,612
2574,467,265,7,202
2575,180,377,9,-197
2576,541,897,10,-356
2577,832,970,5,-138
2578,716,217,1,933
2579,174,331,6,-157
2580,948,467,1,1415
2581,76,128,4,204
2582,320,526,4,846
2583,949,891,2,1840
2584,581,412,1,993
2585,18,475,8,-457
2586,751,163,10,588
2587,465,954,1,1419
2588,84,723,3,807
2589,372,208,1,580
2590,507,766,8,-259
2591,256,724,8,-468
2592,643,888,5,-245
2593,677,313,4,990
2594,526,383,7,143
2595,402,814,6,-412
2596,612,861,1,1473
2597,380,256,8,124
2598,229,139,7,90
2599,464,661,3,1125
2600,515,345,3,860
2601,451,217,1,668
2602,94,625,5,-531
2603,148,542,3,690
2604,771,410,6,361
2605,898,405,1,1303
2606,847,484,3,1331
2607,852,39,8,813
2608,768,46,6,722
2609,56,612,5,-556
2610,99,945,10,-846
2611,390,653,10,-263
2612,978,818,5,160
2613,646,118,8,528
2614,414,53,1,467
2615,27,435,4,462
2616,22,238,8,-216
2617,688,902,4,1590
2618,956,249,10,707
2619,535,712,9,-177
2620,661,319,7,342
2621,986,998,2,1984
2622,926,116,3,1042
2623,846,263,6,583
2624,137,418,10,-281
2625,714,496,4,1210
2626,670,409,5,261
2627,216,846,6,-630
2628,174,220,7,-46
2629,891,206,8,685
2630,302,659,4,961
2631,103,103,4,206
2632,924,567,5,357
2633,132,936,7,-804
2634,214,323,9,-109
2635,145,922,5,-777
2636,271,93,4,364
2637,173,552,4,725
2638,297,904,1,1201
2639,377,786,8,-409
2640,986,43,4,1029
2641,121,241,7,-120
2642,204,941,9,-737
2643,283,447,10,-164
2644,733,829,1,1562
2645,501,858,6,-357
2646,915,737,9,178
2647,435,953,3,1388
2648,150,405,2,555
2649,676,405,5,271
2650,217,357,9,-140
2651,431,619,3,1050
2652,256,975,9,-719
2653,534,774,10,-240
2654,436,93,1,529
2655,464,208,7,256
2656,182,921,9,-739
2657,100,201,9,-101
2658,419,548,10,-129
2659,154,374,9,-220
2660,643,139,3,782
2661,525,79,6,446
2662,913,639,1,1552
2663,290,948,4,1238
2664,596,179,1,775
2665,250,618,4,868
2666,239,748,4,987
2667,228,499,4,727
2668,579,132,6,447
2669,689,459,6,230
2670,195,85,1,280
2671,299,675,7,-376
2672,62,480,6,-418
2673,806,248,5,558
2674,843,625,10,218
2675,503,809,2,1312
2676,228,618,9,-390
2677,634,556,1,1190
2678,446,793,1,1239
2679,786,606,7,180
2680,818,33,1,851
2681,593,465,10,128
2682,675,905,8,-230
2683,893,736,4,1629
2684,938,285,10,653
2685,972,564,7,408
2686,827,289,7,538
2687,342,204,5,138
2688,27,845,2,872
2689,78,666,8,-588
2690,557,919,3,1476
2691,953,299,10,654
2692,376,362,6,14
2693,981,815,6,166
2694,895,15,5,880
2695,709,353,7,356
2696,972,104,7,868
2697,887,252,10,635
2698,386,410,10,-24
2699,605,858,6,-253
2700,887,82,1,969
2701,905,15,1,920
2702,97,843,5,-746
2703,913,851,8,62
2704,914,409,3,1323
2705,565,787,2,1352
2706,944,880,7,64
2707,646,28,1,674
2708,927,33,5,894
2709,310,995,9,-685
2710,528,438,1,966
2711,971,714,9,257
2712,835,887,4,1722
2713,403,956,3,1359
2714,409,676,3,1085
2715,269,435,9,-166
2716,959,68,9,891
2717,594,806,7,-212
2718,783,181,2,964
2719,397,797,2,1194
2720,693,437,9,256
2721,545,221,9,324
2722,629,23,4,652
2723,499,298,1,797
2724,325,563,3,888
2725,673,19,3,692
2726,3,912,2,915
2727,947,632,9,315
2728,714,371,1,1085
2729,737,808,8,-71
2730,231,373,9,-142
2731,455,82,6,373
2732,344,691,9,-347
2733,301,199,2,500
2734,826,578,3,1404
2735,638,630,2,1268
2736,497,260,10,237
2737,440,463,7,-23
2738,526,454,5,72
2739,921,890,1,1811
2740,419,232,10,187
2741,319,387,1,706
2742,264,577,5,-313
2743,653,0,7,653
2744,938,511,5,427
2745,378,213,2,591
2746,629,367,1,996
2747,230,500,4,730
2748,980,730,8,250
2749,604,840,2,1444
2750,915,395,5,520
2751,429,448,5,-19
2752,857,92,10,765
2753,12,78,3,90
2754,155,100,4,255
2755,990,725,8,265
2756,661,265,7,396
2757,505,847,1,1352
2758,178,411,1,589
2759,812,335,3,1147
2760,491,398,7,93
2761,341,719,1,1060
2762,782,717,6,65
2763,81,69,7,12
2764,455,466,7,-11
2765,122,544,6,-422
2766,209,684,1,893
2767,94,191,7,-97
2768,554,366,2,920
2769,182,212,6,-30
2770,164,454,6,-290
2771,234,222,9,12
2772,300,688,9,-388
2773,47,762,4,809
2774,43,730,3,773
2775,105,595,8,-490
2776,715,515,10,200
2777,1,756,10,-755
2778,946,730,8,216
2779,839,599,10,240
2780,580,250,5,330
2781,901,287,10,614
2782,348,446,4,794
2783,859,995,6,-136
2784,893,991,8,-98
2785,55,751,7,-696
2786,980,928,1,1908
2787,652,577,9,75
2788,69,981,3,1050
2789,835,997,8,-162
2790,767,733,9,34
2791,927,959,3,1886
2792,818,958,7,-140
2793,24,566,6,-542
2794,857,896,7,-39
2795,531,300,2,831
2796,77,828,7,-751
2797,121,775,2,896
2798,829,472,7,357
2799,601,211,3,812
2800,795,33,8,762
2801,938,818,4,1756
2802,688,561,5,127
2803,580,655,4,1235
2804,886,519,2,1405
2805,224,168,2,392
2806,367,710,1,1077
2807,795,557,1,1352
2808,863,929,8,-66
2809,128,484,4,612
2810,465,211,7,254
2811,295,66,1,361
2812,199,116,3,315
2813,396,156,4,552
2814,517,223,7,294
2815,423,51,4,474
2816,347,922,4,1269
2817,173,587,10,-414
2818,525,883,9,-358
2819,854,875,3,1729
2820,500,522,10,-22
2821,188,93,10,95
2822,446,739,5,-293
2823,759,95,6,664
2824,23,178,4,201
2825,458,687,9,-229
2826,639,806,10,-167
2827,863,687,7,176
2828,946,973,2,1919
2829,137,478,5,-341
2830,913,870,4,1783
2831,305,95,6,210
2832,756,727,6,29
2833,697,25,5,672
2834,11,438,6,-427
2835,730,703,10,27
2836,430,997,5,-567
2837,985,307,7,678
2838,854,754,7,100
2839,498,176,8,322
2840,12,661,4,673
2841,37,157,5,-120
2842,795,335,7,460
2843,614,774,3,1388
2844,951,262,5,689
2845,66,485,9,-419
2846,871,116,2,987
2847,677,326,4,1003
2848,47,128,4,175
2849,935,770,9,165
2850,347,265,2,612
2851,865,686,2,1551
2852,221,312,1,533
2853,360,169,3,529
2854,89,244,4,333
2855,596,4,8,592
2856,4,417,9,-413
2857,883,24,6,859
2858,272,720,1,992
2859,138,510,2,648
2860,141,566,9,-425
2861,993,433,9,560
2862,167,723,9,-556
2863,30,831,1,861
2864,618,312,3,930
2865,503,266,7,237
2866,507,192,6,315
2867,333,286,10,47
2868,880,55,9,825
2869,513,190,7,323
2870,268,679,9,-411
2871,662,256,5,406
2872,209,932,9,-723
2873,868,24,9,844
2874,790,386,8,404
2875,496,596,6,-100
2876,437,164,3,601
2877,485,414,3,899
2878,269,665,5,-396
2879,520,797,4,1317
2880,928,942,7,-14
2881,537,202,4,739
2882,120,805,2,925
2883,822,156,4,978
2884,474,643,7,-169
2885,237,178,9,59
2886,544,247,10,297
2887,663,984,4,1647
2888,907,770,5,137
2889,294,551,5,-257
2890,256,961,2,1217
2891,443,125,9,318
2892,29,245,9,-216
2893,619,997,10,-378
2894,502,918,3,1420
2895,558,211,7,347
2896,345,924,10,-579
2897,484,768,8,-284
2898,532,187,9,345
2899,699,795,7,-96
2900,665,930,8,-265
2901,774,761,5,13
2902,541,641,7,-100
2903,502,50,7,452
2904,82,882,6,-800
2905,332,382,10,-50
2906,93,285,9,-192
2907,548,554,8,-6
2908,93,51,6,42
2909,498,752,2,1250
2910,884,307,7,577
2911,859,634,8,225
2912,245,280,7,-35
2913,544,400,10,144
2914,815,299,3,1114
2915,782,609,1,1391
2916,57,954,10,-897
2917,785,451,1,1236
2918,439,484,7,-45
2919,985,575,9,410
2920,396,102,2,498
2921,801,43,1,844
2922,789,220,10,569
2923,468,6,10,462
2924,350,280,4,630
2925,183,412,7,-229
2926,548,454,1,1002
2927,186,354,10,-168
2928,73,783,7,-710
2929,897,576,10,321
2930,929,602,1,1531
2931,525,67,6,458
2932,941,513,3,1454
2933,525,357,3,882
2934,463,122,6,341
2935,672,616,1,1288
2936,654,769,8,-115
2937,61,139,1,200
2938,581,615,9,-34
2939,345,155,1,500
2940,602,622,6,-20
2941,555,236,2,791
2942,327,591,5,-264
2943,939,450,5,489
2944,535,516,7,19
2945,149,513,2,662
2946,802,563,2,1365
2947,314,669,3,983
2948,650,248,2,898
2949,290,736,9,-446
2950,629,770,2,1399
2951,446,823,10,-377
2952,225,583,8,-358
2953,946,967,5,-21
2954,187,629,6,-442
2955,885,726,10,159
2956,138,872,1,1010
2957,410,989,2,1399
2958,138,798,3,936
2959,28,840,5,-812
2960,225,554,1,779
2961,863,742,2,1605
2962,718,605,1,1323
2963,16,130,9,-114
2964,73,538,8,-465
2965,435,144,10,291
2966,218,977,2,1195
2967,857,897,5,-40
2968,796,255,6,541
2969,125,531,3,656
2970,320,364,4,684
2971,358,975,8,-617
2972,952,364,4,1316
2973,813,469,4,1282
2974,606,148,2,754
2975,953,252,1,1205
2976,781,638,3,1419
2977,626,992,7,-366
2978,251,730,5,-479
2979,751,544,3,1295
2980,932,574,5,358
2981,732,208,4,940
2982,402,865,3,1267
2983,233,513,8,-280
2984,105,647,1,752
2985,578,463,5,115
2986,782,47,4,829
2987,21,121,4,142
2988,256,396,6,-140
2989,736,568,6,168
2990,669,814,8,-145
2991,696,917,10,-221
2992,338,281,1,619
2993,329,385,7,-56
2994,969,345,6,624
2995,268,9,3,277
2996,531,41,2,572
2997,812,447,1,1259
2998,773,43,1,816
2999,289,222,8,67
3000,354,778,9,-424
3001,717,588,3,1305
3002,908,568,6,340
3003,439,394,1,833
3004,206,136,3,342
3005,225,530,5,-305
3006,90,167,3,257
3007,941,445,7,496
3008,696,625,6,71
3009,175,717,5,-542
3010,195,620,4,815
3011,733,838,7,-105
3012,596,980,10,-384
3013,357,666,9,-309
3014,332,527,4,859
3015,237,392,4,629
3016,381,634,9,-253
3017,175,351,1,526
3018,465,368,7,97
3019,949,540,7,409
3020,479,51,8,428
3021,900,36,5,864
3022,237,285,1,522
3023,206,805,4,1011
3024,307,896,7,-589
3025,958,406,9,552
3026,450,91,6,359
3027,362,848,9,-486
3028,319,521,3,840
3029,470,948,4,1418
3030,771,515,4,1286
3031,730,445,10,285
3032,677,179,2,856
3033,227,78,3,305
3034,262,239,6,23
3035,985,265,6,720
3036,294,247,6,47
3037,771,50,4,821
3038,72,312,6,-240
3039,982,695,3,1677
3040,631,981,6,-350
3041,590,623,1,1213
3042,304,934,7,-630
3043,903,910,7,-7
3044,33,391,10,-358
3045,563,994,4,1557
3046,239,999,2,1238
3047,350,231,3,581
3048,647,985,6,-338
3049,365,593,5,-228
3050,456,995,9,-539
3051,122,709,9,-587
3052,525,208,10,317
3053,293,373,2,666
3054,811,141,2,952
3055,767,620,3,1387
3056,915,3,4,918
3057,967,62,2,1029
3058,84,851,8,-767
3059,780,615,3,1395
3060,478,262,7,216
3061,441,869,6,-428
3062,828,200,10,628
3063,701,83,7,618
3064,165,357,10,-192
3065,26,521,3,547
3066,508,929,8,-421
3067,650,837,10,-187
3068,750,911,8,-161
3069,942,808,5,134
3070,585,110,10,475
3071,764,831,3,1595
3072,845,224,6,621
3073,87,888,9,-801
3074,907,889,6,18
3075,463,499,1,962
3076,690,91,5,599
3077,417,199,4,616
3078,307,780,1,1087
3079,856,267,5,589
3080,999,804,6,195
3081,331,150,8,181
3082,220,904,10,-684
3083,713,244,8,469
3084,939,50,6,889
3085,208,426,3,634
3086,10,983,10,-973
3087,89,496,1,585
3088,139,880,10,-741
3089,257,181,2,438
3090,600,379,9,221
3091,831,993,9,-162
3092,659,753,7,-94
3093,191,868,2,1059
3094,360,185,6,175
3095,218,578,2,796
3096,75,47,2,122
3097,645,327,3,972
3098,56,906,6,-850
3099,167,218,3,385
3100,238,152,6,86
3101,814,936,10,-122
3102,684,575,4,1259
3103,537,186,1,723
3104,94,697,2,791
3105,942,793,1,1735
3106,478,251,8,227
3107,205,671,2,876
3108,731,425,2,1156
3109,984,189,8,795
3110,795,751,10,44
3111,535,233,6,302
3112,129,440,10,-311
3113,148,736,8,-588
3114,857,645,2,1502
3115,936,189,7,747
3116,668,164,9,504
3117,242,340,1,582
3118,930,516,10,414
3119,624,117,8,507
3120,278,738,7,-460
3121,246,352,10,-106
3122,918,738,3,1656
3123,234,240,1,474
3124,995,679,8,316
3125,851,44,5,807
3126,377,444,8,-67
3127,626,185,9,441
3128,648,743,6,-95
3129,565,40,6,525
3130,872,850,8,22
3131,864,200,7,664
3132,351,694,3,1045
3133,466,660,9,-194
3134,143,447,5,-304
3135,577,803,7,-226
3136,565,130,10,435
3137,812,529,7,283
3138,344,320,6,24
3139,271,975,9,-704
3140,142,674,9,-532
3141,713,64,9,649
3142,336,673,10,-337
3143,269,382,9,-113
3144,465,378,3,843
3145,277,359,8,-82
3146,295,261,3,556
3147,148,517,7,-369
3148,443,839,8,-396
3149,193,680,8,-487
3150,24,910,2,934
3151,728,78,6,650
3152,234,148,8,86
3153,679,90,2,769
3154,907,589,7,318
3155,784,443,3,1227
3156,566,788,4,1354
3157,954,356,8,598
3158,3,851,4,854
3159,923,229,1,1152
3160,405,4,7,401
3161,200,830,9,-630
3162,140,83,9,57
3163,783,561,2,1344
3164,957,463,7,494
3165,112,422,9,-310
3166,366,779,10,-413
3167,987,89,1,1076
3168,581,751,4,1332
3169,668,627,5,41
3170,340,12,5,328
3171,172,164,6,8
3172,514,487,2,1001
3173,882,296,8,586
3174,325,190,10,135
3175,176,560,9,-384
3176,891,699,8,192
3177,7,840,3,847
3178,657,257,2,914
3179,991,849,4,1840
3180,727,189,8,538
3181,951,700,9,251
3182,115,965,2,1080
3183,702,465,8,237
3184,166,873,9,-707
3185,320,504,5,-184
3186,43,679,3,722
3187,734,529,4,1263
3188,713,888,4,1601
3189,898,552,10,346
3190,555,203,9,352
3191,177,789,1,966
3192,994,161,8,833
3193,348,13,5,335
3194,750,29,3,779
3195,106,623,10,-517
3196,123,836,5,-713
3197,220,518,7,-298
3198,291,483,1,774
3199,277,776,3,1053
3200,922,694,7,228
3201,103,719,5,-616
3202,814,43,2,857
3203,814,311,2,1125
3204,601,427,7,174
3205,133,507,4,640
3206,944,602,9,342
3207,513,691,10,-178
3208,386,241,9,145
3209,597,612,7,-15
3210,896,27,3,923
3211,28,391,6,-363
3212,520,350,2,870
3213,4,580,2,584
3214,812,914,1,1726
3215,252,13,9,239
3216,832,756,4,1588
3217,204,756,4,960
3218,759,129,7,630
3219,46,514,1,560
3220,81,492,5,-411
3221,355,803,6,-448
3222,175,716,8,-541
3223,869,561,7,308
3224,513,345,5,168
3225,55,213,4,268
3226,336,534,3,870
3227,559,558,9,1
3228,954,687,5,267
3229,722,371,4,1093
3230,23,820,5,-797
3231,363,810,10,-447
3232,697,821,3,1518
3233,13,339,6,-326
3234,477,578,10,-101
3235,612,346,5,266
3236,476,933,4,1409
3237,561,199,2,760
3238,529,434,6,95
3239,497,767,6,-270
3240,377,556,8,-179
3241,953,208,5,745
3242,176,447,2,623
3243,444,347,3,791
3244,320,832,2,1152
3245,7,504,3,511
3246,170,271,6,-101
3247,638,160,3,798
3248,735,560,9,175
3249,910,230,1,1140
3250,58,551,8,-493
3251,218,586,8,-368
3252,484,717,10,-233
3253,337,893,6,-556
3254,918,520,4,1438
3255,44,322,8,-278
3256,404,334,4,738
3257,164,530,2,694
3258,190,328,6,-138
3259,110,398,2,508
3260,403,692,7,-289
3261,296,538,1,834
3262,902,242,6,660
3263,451,160,1,611
3264,735,864,3,1599
3265,415,289,1,704
3266,412,849,5,-437
3267,581,410,6,171
3268,960,191,7,769
3269,625,59,4,684
3270,189,483,8,-294
3271,235,63,2,298
3272,302,688,3,990
3273,183,493,5,-310
3274,40,45,3,85
3275,3,716,10,-713
3276,164,736,4,900
3277,633,407,7,226
3278,385,729,9,-344
3279,267,71,8,196
3280,874,67,9,807
3281,800,727,2,1527
3282,506,449,5,57
3283,815,528,4,1343
3284,48,856,3,904
3285,718,100,10,618
3286,889,231,1,1120
3287,590,305,8,285
3288,69,796,7,-727
3289,75,921,4,996
3290,492,182,8,310
3291,709,70,5,639
3292,850,102,1,952
3293,465,889,7,-424
3294,638,18,9,620
3295,916,634,1,1550
3296,988,125,7,863
3297,154,728,2,882
3298,326,598,7,-272
3299,561,678,10,-117
3300,525,319,1,844
3301,399,950,2,1349
3302,830,604,9,226
3303,970,163,9,807
3304,687,448,9,239
3305,490,7,8,483
3306,552,890,3,1442
3307,332,578,3,910
3308,400,597,4,997
3309,250,633,5,-383
3310,655,356,4,1011
3311,698,477,1,1175
3312,296,98,5,198
3313,27,782,7,-755
3314,67,495,8,-428
3315,29,477,8,-448
3316,51,420,6,-369
3317,879,304,7,575
3318,110,560,7,-450
3319,34,498,1,532
3320,486,381,3,867
3321,750,551,4,1301
3322,688,712,10,-24
3323,954,101,4,1055
3324,393,971,6,-578
3325,531,798,9,-267
3326,619,774,2,1393
3327,337,646,8,-309
3328,352,371,7,-19
3329,969,971,6,-2
3330,753,734,10,19
3331,998,442,5,556
3332,776,981,5,-205
3333,161,560,7,-399
3334,796,184,5,612
3335,670,184,7,486
3336,400,999,6,-599
3337,742,625,4,1367
3338,365,339,1,704
3339,750,919,6,-169
3340,847,167,9,680
3341,532,934,5,-402
3342,457,623,8,-166
3343,958,839,7,119
3344,155,432,7,-277
3345,48,609,2,657
3346,289,80,10,209
3347,564,771,7,-207
3348,761,889,8,-128
3349,841,888,2,1729
3350,928,831,10,97
3351,422,137,6,285
3352,429,135,5,294
3353,550,638,10,-88
3354,521,309,3,830
3355,479,743,10,-264
3356,575,762,7,-187
3357,909,277,9,632
3358,411,106,2,517
3359,325,557,1,882
3360,13,582,2,595
3361,434,426,2,860
3362,53,455,8,-402
3363,687,570,7,117
3364,698,712,3,1410
3365,361,125,1,486
3366,162,562,8,-400
3367,466,626,6,-160
3368,406,217,2,623
3369,63,914,2,977
3370,894,789,6,105
3371,236,653,3,889
3372,305,109,8,196
3373,319,621,5,-302
3374,327,90,5,237
3375,930,798,4,1728
3376,864,82,7,782
3377,453,87,9,366
3378,273,842,2,1115
3379,728,745,7,-17
3380,848,88,3,936
3381,929,32,8,897
3382,505,716,4,1221
3383,489,484,4,973
3384,605,402,9,203
3385,699,577,2,1276
3386,940,313,3,1253
3387,539,240,3,779
3388,956,547,4,1503
3389,872,183,4,1055
3390,693,679,9,14
3391,210,507,5,-297
3392,474,614,7,-140
3393,397,371,8,26
3394,424,529,6,-105
3395,476,261,10,215
3396,482,347,9,135
3397,780,592,10,188
3398,516,97,9,419
3399,76,509,8,-433
3400,348,62,3,410
3401,376,832,1,1208
3402,163,672,4,835
3403,695,198,6,497
3404,727,261,6,466
3405,172,957,1,1129
3406,414,373,8,41
3407,811,983,9,-172
3408,278,399,9,-121
3409,834,117,4,951
3410,616,943,10,-327
3411,654,399,2,1053
3412,70,69,9,1
3413,566,870,4,1436
3414,971,668,6,303
3415,997,990,7,7
3416,481,994,2,1475
3417,697,781,3,1478
3418,860,687,4,1547
3419,730,667,9,63
3420,847,4,2,851
3421,133,221,2,354
3422,694,477,3,1171
3423,165,420,4,585
3424,144,562,5,-418
3425,85,600,7,-515
3426,642,26,2,668
3427,623,491,9,132
3428,149,378,8,-229
3429,264,329,6,-65
3430,78,942,5,-864
3431,312,615,9,-303
3432,730,571,7,159
3433,494,439,4,933
3434,748,767,1,1515
3435,859,636,9,223
3436,29,377,6,-348
3437,915,410,9,505
3438,170,278,1,448
3439,645,744,2,1389
3440,292,678,9,-386
3441,773,287,8,486
3442,559,845,8,-286
3443,146,626,8,-480
3444,837,527,2,1364
3445,778,885,10,-107
3446,257,640,6,-383
3447,915,970,1,1885
3448,832,35,4,867
3449,257,918,5,-661
3450,302,948,2,1250
3451,177,414,10,-237
3452,336,488,3,824
3453,906,705,3,1611
3454,284,373,9,-89
3455,63,543,3,606
3456,686,287,2,973
3457,296,809,5,-513
3458,767,267,10,500
3459,656,675,5,-19
3460,388,344,1,732
3461,802,912,9,-110
3462,717,313,7,404
3463,797,378,8,419
3464,694,649,9,45
3465,825,700,5,125
3466,35,878,9,-843
3467,77,702,5,-625
3468,251,473,9,-222
3469,648,789,7,-141
3470,435,563,7,-128
3471,497,867,1,1364
3472,671,246,8,425
3473,745,841,2,1586
3474,484,59,7,425
3475,273,310,2,583
3476,721,159,6,562
3477,436,1,7,435
3478,162,163,1,325
3479,675,568,9,107
3480,700,206,3,906
3481,740,248,6,492
3482,60,173,3,233
3483,438,720,2,1158
3484,925,711,4,1636
3485,169,200,7,-31
3486,890,429,3,1319
3487,102,826,10,-724
3488,682,512,8,170
3489,393,19,8,374
3490,203,295,4,498
3491,708,155,6,553
3492,953,137,7,816
3493,349,883,8,-534
3494,679,350,8,329
3495,966,875,7,91
3496,229,818,8,-589
3497,40,146,4,186
3498,908,972,1,1880
3499,768,443,2,1211
3500,492,93,1,585
3501,797,753,6,44
3502,833,462,3,1295
3503,218,878,8,-660
3504,815,634,6,181
3505,876,25,5,851
3506,389,659,6,-270
3507,17,784,7,-767
3508,730,691,7,39
3509,50,491,3,541
3510,449,143,8,306
3511,622,241,10,381
3512,650,364,5,286
3513,568,187,6,381
3514,157,399,3,556
3515,835,290,4,1125
3516,318,900,3,1218
3517,115,277,10,-162
3518,983,561,7,422
3519,232,350,9,-118
3520,151,555,4,706
3521,869,955,1,1824
3522,420,811,5,-391
3523,205,601,3,806
3524,794,573,10,221
3525,474,182,1,656
3526,709,807,5,-98
3527,479,435,9,44
3528,84,422,3,506
3529,227,706,9,-479
3530,889,470,3,1359
3531,572,613,8,-41
3532,318,597,10,-279
3533,84,570,2,654
3534,292,887,10,-595
3535,101,631,10,-530
3536,275,555,7,-280
3537,867,210,5,657
3538,461,517,4,978
3539,399,331,7,68
3540,690,865,7,-175
3541,135,57,8,78
3542,460,152,3,612
3543,198,612,3,810
3544,451,665,8,-214
3545,798,260,2,1058
3546,758,936,1,1694
3547,626,957,1,1583
3548,465,551,10,-86
3549,181,295,9,-114
3550,668,483,2,1151
3551,350,498,3,848
3552,21,244,4,265
3553,984,616,10,368
3554,225,432,7,-207
3555,633,981,8,-348
3556,600,684,9,-84
3557,861,484,7,377
3558,700,110,9,590
3559,910,412,4,1322
3560,843,862,7,-19
3561,486,943,10,-457
3562,798,519,8,279
3563,310,421,6,-111
3564,839,985,10,-146
3565,156,774,5,-618
3566,327,618,10,-291
3567,520,788,9,-268
3568,414,481,3,895
3569,779,640,9,139
3570,814,603,7,211
3571,654,872,7,-218
3572,879,879,4,1758
3573,866,267,6,599
3574,903,755,5,148
3575,639,18,2,657
3576,366,122,10,244
3577,316,930,1,1246
3578,72,885,4,957
3579,877,975,6,-98
3580,554,126,8,428
3581,51,395,2,446
3582,633,42,4,675
3583,30,706,6,-676
3584,952,536,1,1488
3585,149,574,8,-425
3586,927,518,8,409
3587,373,840,6,-467
3588,805,17,2,822
3589,878,142,3,1020
3590,285,597,6,-312
3591,606,693,2,1299
3592,879,934,9,-55
3593,407,220,4,627
3594,391,162,8,229
3595,155,443,2,598
3596,704,155,1,859
3597,585,198,8,387
3598,310,602,9,-292
3599,424,486,3,910
3600,310,798,7,-488
3601,190,181,7,9
3602,514,405,7,109
3603,276,961,9,-685
3604,344,569,8,-225
3605,755,972,1,1727
3606,126,489,8,-363
3607,11,927,3,938
3608,84,852,10,-768
3609,11,320,4,331
3610,457,922,6,-465
3611,877,615,1,1492
3612,212,931,5,-719
3613,756,61,1,817
3614,55,804,9,-749
3615,687,705,5,-18
3616,726,538,5,188
3617,738,338,7,400
3618,241,184,4,425
3619,56,761,10,-705
3620,547,730,2,1277
3621,691,586,1,1277
3622,283,293,7,-10
3623,383,257,3,640
3624,66,825,4,891
3625,532,559,1,1091
3626,160,307,5,-147
3627,168,880,3,1048
3628,124,372,5,-248
3629,873,521,4,1394
3630,25,47,2,72
3631,494,585,7,-91
3632,361,730,2,1091
3633,725,535,4,1260
3634,338,171,7,167
3635,402,133,3,535
3636,912,232,10,680
3637,594,178,10,416
3638,513,187,9,326
3639,733,286,5,447
3640,368,441,6,-73
3641,379,536,2,915
3642,182,179,7,3
3643,55,805,9,-750
3644,212,341,7,-129
3645,157,199,8,-42
3646,201,485,5,-284
3647,444,711,9,-267
3648,488,807,8,-319
3649,871,384,4,1255
3650,235,678,7,-443
3651,140,269,1,409
3652,566,173,5,393
3653,321,741,5,-420
3654,223,310,9,-87
3655,721,997,10,-276
3656,368,966,10,-598
3657,567,769,7,-202
3658,72,525,10,-453
3659,248,251,5,-3
3660,700,46,9,654
3661,262,750,5,-488
3662,911,860,3,1771
3663,743,728,2,1471
3664,514,609,10,-95
3665,565,591,3,1156
3666,384,362,2,746
3667,63,406,5,-343
3668,114,194,9,-80
3669,391,850,1,1241
3670,844,231,9,613
3671,333,22,8,311
3672,191,296,1,487
3673,481,567,10,-86
3674,682,761,9,-79
3675,462,124,4,586
3676,817,791,4,1608
3677,901,636,10,265
3678,409,178,7,231
3679,81,617,4,698
3680,545,200,9,345
3681,457,398,5,59
3682,88,320,2,408
3683,910,861,1,1771
3684,835,237,10,598
3685,119,176,5,-57
3686,326,409,5,-83
3687,234,573,10,-339
3688,611,816,5,-205
3689,590,209,6,381
3690,452,895,5,-443
3691,562,653,7,-91
3692,507,313,1,820
3693,867,613,9,254
3694,289,90,3,379
3695,616,140,6,476
3696,883,443,3,1326
3697,188,878,6,-690
3698,833,490,8,343
3699,450,940,1,1390
3700,91,99,7,-8
3701,71,227,8,-156
3702,295,45,4,340
3703,376,190,5,186
3704,670,13,2,683
3705,325,773,8,-448
3706,567,120,2,687
3707,19,803,9,-784
3708,138,882,2,1020
3709,969,71,4,1040
3710,596,216,4,812
3711,214,505,5,-291
3712,110,873,10,-763
3713,384,657,4,1041
3714,794,96,2,890
3715,30,263,1,293
3716,101,459,4,560
3717,378,774,2,1152
3718,757,406,1,1163
3719,721,692,9,29
3720,420,30,2,450
3721,114,121,3,235
3722,219,722,6,-503
3723,388,194,7,194
3724,855,221,4,1076
3725,652,365,2,1017
3726,62,336,5,-274
3727,60,845,8,-785
3728,828,51,7,777
3729,444,955,3,1399
3730,539,637,9,-98
3731,324,50,7,274
3732,951,965,9,-14
3733,828,782,6,46
3734,112,732,5,-620
3735,539,898,9,-359
3736,516,316,7,200
3737,362,855,2,1217
3738,714,94,2,808
3739,913,483,7,430
3740,453,37,5,416
3741,363,138,6,225
3742,492,611,3,1103
3743,839,281,8,558
3744,518,560,10,-42
3745,765,686,8,79
3746,4,713,4,717
3747,925,419,5,506
3748,597,921,7,-324
3749,883,244,8,639
3750,294,660,9,-366
3751,10,355,4,365
3752,198,694,6,-496
3753,965,944,7,21
3754,510,946,7,-436
3755,920,80,8,840
3756,429,666,3,1095
3757,681,516,6,165
3758,231,268,3,499
3759,983,796,10,187
3760,767,85,3,852
3761,735,700,5,35
3762,514,231,5,283
3763,88,824,7,-736
3764,874,724,10,150
3765,804,278,7,526
3766,191,516,9,-325
3767,619,370,4,989
3768,510,160,2,670
3769,272,596,5,-324
3770,206,91,1,297
3771,716,665,8,51
3772,92,406,9,-314
3773,30,532,6,-502
3774,822,566,1,1388
3775,261,975,5,-714
3776,320,705,1,1025
3777,461,953,1,1414
3778,66,767,3,833
