p,q,f,out
994,344,6,1338
701,997,5,1698
59,118,7,177
747,144,1,891
962,175,4,1137
338,832,9,1170
297,725,10,1022
259,512,10,771
681,73,10,754
271,492,6,763
138,763,9,901
418,563,9,981
819,746,2,1565
96,663,2,759
374,634,4,1008
799,505,6,1304
902,606,1,1508
350,264,5,614
530,231,9,761
550,920,5,1470
307,396,7,703
4,171,10,175
274,295,10,569
901,726,5,1627
755,116,9,871
916,222,5,1138
579,192,2,771
598,643,5,1241
697,473,9,1170
207,376,1,583
472,938,3,1410
742,524,2,1266
150,635,5,785
114,322,4,436
516,394,5,910
92,55,6,147
586,379,10,965
438,339,9,777
515,193,3,708
969,650,10,1619
404,948,9,1352
697,438,2,1135
809,877,8,1686
207,119,7,326
289,767,4,1056
162,707,9,869
294,707,4,1001
292,652,1,944
763,149,10,912
877,177,9,1054
265,817,6,1082
219,975,9,1194
749,713,9,1462
768,641,9,1409
260,970,1,1230
50,700,10,750
426,491,1,917
802,595,3,1397
480,210,1,690
285,384,6,669
341,270,3,611
128,71,3,199
542,945,5,1487
84,235,3,319
490,864,2,1354
680,701,2,1381
412,702,8,1114
799,762,1,1561
99,982,2,1081
979,129,3,1108
589,195,5,784
263,703,3,966
403,965,8,1368
261,901,2,1162
69,648,4,717
570,52,3,622
544,777,4,1321
792,827,7,1619
542,521,8,1063
382,746,9,1128
25,482,9,507
462,259,9,721
5,57,4,62
374,882,7,1256
712,749,5,1461
181,22,6,203
315,374,3,689
239,634,3,873
358,118,4,476
184,363,10,547
575,534,1,1109
983,298,9,1281
179,32,7,211
208,523,5,731
344,8,5,352
612,855,3,1467
513,2,7,515
992,217,10,1209
154,403,3,557
609,274,8,883
597,890,7,1487
97,797,2,894
793,101,1,894
40,146,1,186
978,892,5,1870
990,770,9,1760
627,713,6,1340
131,750,7,881
115,937,5,1052
858,342,8,1200
481,638,8,1119
526,4,7,530
204,95,1,299
408,931,6,1339
734,102,3,836
473,285,9,758
905,368,3,1273
26,698,1,724
527,280,1,807
670,235,9,905
483,605,2,1088
546,724,10,1270
713,228,8,941
83,982,10,1065
967,927,6,1894
101,805,4,906
509,744,2,1253
575,91,3,666
982,432,6,1414
26,59,6,85
570,803,9,1373
937,934,1,1871
842,727,9,1569
633,548,8,1181
928,186,2,1114
941,931,7,1872
858,475,9,1333
206,651,5,857
390,757,1,1147
392,755,3,1147
120,455,10,575
721,995,3,1716
89,92,2,181
662,668,8,1330
974,303,5,1277
111,48,9,159
908,880,4,1788
543,992,7,1535
597,935,1,1532
500,29,6,529
783,89,3,872
150,685,7,835
257,574,8,831
182,896,3,1078
738,603,1,1341
923,726,5,1649
984,289,9,1273
356,267,10,623
27,608,10,635
4,689,8,693
777,999,8,1776
487,978,3,1465
206,389,6,595
640,114,10,754
899,885,4,1784
782,723,2,1505
899,837,1,1736
261,264,2,525
335,285,4,620
242,700,1,942
267,739,5,1006
845,807,2,1652
452,808,4,1260
106,21,6,127
649,217,6,866
211,433,5,644
941,225,1,1166
615,865,8,1480
746,783,1,1529
810,765,3,1575
654,52,9,706
198,313,4,511
968,7,6,975
487,610,3,1097
995,629,3,1624
833,125,8,958
890,384,5,1274
649,771,6,1420
196,434,4,630
953,960,1,1913
510,417,6,927
141,417,1,558
255,720,10,975
603,27,8,630
102,561,7,663
769,352,1,1121
750,985,3,1735
653,943,7,1596
475,369,7,844
417,48,4,465
238,592,3,830
854,2,8,856
316,564,7,880
577,739,4,1316
901,952,9,1853
729,794,8,1523
452,845,6,1297
842,215,2,1057
951,269,4,1220
513,788,2,1301
862,391,8,1253
300,565,4,865
858,176,3,1034
764,342,8,1106
323,988,1,1311
472,95,5,567
992,864,10,1856
83,450,2,533
608,432,1,1040
961,386,6,1347
254,324,1,578
917,658,9,1575
172,272,1,444
146,535,9,681
892,817,1,1709
402,939,2,1341
291,620,6,911
129,243,1,372
439,194,5,633
23,761,2,784
537,173,2,710
711,931,6,1642
569,271,1,840
832,492,7,1324
333,597,2,930
611,240,7,851
34,598,4,632
87,709,7,796
6,632,9,638
827,543,7,1370
756,520,4,1276
6,410,10,416
73,247,1,320
143,387,6,530
198,10,3,208
88,831,5,919
18,266,1,284
517,658,10,1175
146,804,9,950
16,627,1,643
617,727,7,1344
253,451,4,704
636,782,10,1418
842,269,8,1111
189,549,1,738
618,224,2,842
77,420,6,497
228,905,1,1133
657,914,5,1571
34,994,1,1028
649,620,1,1269
373,604,9,977
271,780,7,1051
899,870,4,1769
78,6,6,84
802,683,6,1485
638,760,4,1398
764,640,9,1404
366,284,8,650
487,964,2,1451
237,822,7,1059
472,157,6,629
593,701,1,1294
945,839,7,1784
265,889,10,1154
543,226,8,769
973,432,3,1405
45,72,9,117
537,202,5,739
211,491,1,702
711,769,2,1480
159,677,6,836
393,595,1,988
403,290,4,693
786,173,5,959
378,131,1,509
193,166,3,359
200,629,7,829
248,511,2,759
846,604,7,1450
324,841,1,1165
814,299,3,1113
912,900,9,1812
184,602,10,786
266,762,5,1028
942,213,2,1155
875,551,5,1426
107,277,8,384
407,721,7,1128
487,726,3,1213
506,669,1,1175
32,281,10,313
546,922,3,1468
762,672,7,1434
823,129,8,952
886,692,2,1578
734,941,8,1675
163,713,3,876
415,41,5,456
333,577,4,910
98,907,2,1005
387,123,5,510
333,411,5,744
578,823,10,1401
991,845,7,1836
833,330,9,1163
367,615,5,982
492,217,1,709
957,947,6,1904
266,308,5,574
189,143,6,332
923,735,1,1658
793,475,1,1268
510,418,4,928
588,259,9,847
214,62,1,276
648,321,3,969
448,983,10,1431
505,840,10,1345
189,790,7,979
946,712,8,1658
109,425,9,534
329,255,10,584
420,395,9,815
9,669,1,678
416,539,7,955
313,640,9,953
460,240,7,700
927,115,9,1042
73,716,10,789
674,173,10,847
665,86,7,751
903,971,5,1874
146,965,4,1111
53,580,9,633
474,973,2,1447
417,466,1,883
511,872,1,1383
727,59,4,786
94,542,4,636
100,52,5,152
27,948,6,975
434,839,1,1273
814,264,10,1078
674,660,9,1334
377,200,10,577
254,83,6,337
297,627,4,924
483,646,3,1129
550,224,4,774
158,422,9,580
616,287,10,903
177,330,3,507
767,471,2,1238
552,464,10,1016
740,765,8,1505
620,22,1,642
102,113,10,215
713,112,9,825
532,610,2,1142
137,198,3,335
305,86,3,391
645,349,10,994
889,191,6,1080
563,821,10,1384
731,586,4,1317
146,394,4,540
269,25,7,294
794,267,10,1061
933,534,2,1467
920,486,4,1406
722,908,6,1630
268,777,6,1045
817,891,10,1708
954,641,2,1595
928,100,6,1028
256,197,3,453
123,627,5,750
926,20,3,946
613,815,8,1428
453,902,6,1355
827,777,10,1604
867,240,10,1107
876,899,8,1775
378,740,2,1118
855,920,3,1775
246,824,7,1070
54,407,1,461
832,905,6,1737
238,495,1,733
805,138,4,943
361,172,8,533
764,133,9,897
839,660,6,1499
626,841,7,1467
326,234,7,560
236,454,4,690
139,78,8,217
259,818,7,1077
774,994,2,1768
605,961,4,1566
870,593,2,1463
922,763,9,1685
952,333,3,1285
484,564,1,1048
518,560,4,1078
404,394,1,798
448,981,3,1429
730,26,5,756
735,646,3,1381
636,961,5,1597
391,839,8,1230
327,626,10,953
30,937,5,967
976,38,6,1014
267,837,6,1104
276,599,8,875
665,615,8,1280
238,270,10,508
2,691,3,693
597,426,10,1023
981,68,3,1049
591,544,3,1135
769,194,7,963
303,395,3,698
393,851,9,1244
793,617,9,1410
249,317,6,566
737,514,9,1251
294,518,3,812
781,381,5,1162
971,794,7,1765
643,99,8,742
896,630,1,1526
297,218,7,515
890,170,4,1060
977,992,7,1969
114,264,7,378
661,399,5,1060
814,955,10,1769
624,298,5,922
467,549,8,1016
227,470,8,697
46,772,10,818
288,516,2,804
452,694,1,1146
343,190,4,533
293,528,8,821
689,175,5,864
824,681,7,1505
332,727,2,1059
936,868,4,1804
997,762,5,1759
948,378,10,1326
833,461,8,1294
993,766,6,1759
366,271,9,637
545,328,9,873
505,440,3,945
73,654,1,727
499,723,3,1222
543,601,8,1144
192,106,7,298
852,913,5,1765
984,370,9,1354
918,387,3,1305
320,575,10,895
869,563,3,1432
201,474,1,675
677,26,1,703
705,840,6,1545
71,409,8,480
235,722,10,957
956,286,5,1242
400,913,3,1313
446,362,1,808
608,52,4,660
558,14,5,572
292,967,4,1259
58,144,5,202
82,408,7,490
923,418,10,1341
403,953,7,1356
389,890,8,1279
275,49,3,324
573,204,9,777
657,181,9,838
14,557,5,571
167,949,6,1116
886,798,1,1684
931,826,7,1757
352,978,5,1330
370,818,10,1188
991,248,5,1239
361,642,6,1003
51,243,9,294
779,498,7,1277
346,23,5,369
868,157,6,1025
715,105,7,820
627,513,1,1140
257,317,8,574
466,862,7,1328
616,479,6,1095
377,946,4,1323
827,916,5,1743
681,779,1,1460
542,892,5,1434
871,986,7,1857
714,563,8,1277
180,228,7,408
507,208,7,715
161,388,5,549
255,442,9,697
956,546,1,1502
544,163,5,707
423,172,4,595
336,477,10,813
720,344,9,1064
976,434,3,1410
1,783,5,784
371,444,9,815
312,334,8,646
152,713,5,865
67,902,10,969
792,934,10,1726
86,517,10,603
223,613,3,836
581,861,3,1442
537,919,10,1456
695,249,8,944
34,459,8,493
935,581,8,1516
13,127,7,140
70,641,2,711
944,776,10,1720
192,740,10,932
44,106,3,150
454,762,10,1216
478,856,8,1334
138,707,2,845
993,33,2,1026
159,927,9,1086
88,854,8,942
16,412,2,428
50,495,5,545
158,724,7,882
211,289,8,500
692,902,3,1594
648,693,10,1341
62,46,6,108
555,789,10,1344
374,107,5,481
880,84,7,964
38,64,5,102
392,774,7,1166
802,630,3,1432
131,109,8,240
222,193,2,415
1,934,4,935
720,110,6,830
532,106,10,638
319,229,2,548
858,171,8,1029
311,377,4,688
217,871,3,1088
920,843,1,1763
271,872,7,1143
186,880,6,1066
998,12,9,1010
225,568,5,793
506,256,10,762
325,586,8,911
521,488,4,1009
36,781,9,817
37,347,7,384
431,43,4,474
105,60,6,165
587,41,5,628
407,925,8,1332
393,483,3,876
559,781,2,1340
207,125,5,332
145,22,8,167
568,153,5,721
456,662,7,1118
980,519,4,1499
422,741,10,1163
29,161,10,190
444,893,4,1337
673,314,10,987
897,78,5,975
81,312,5,393
796,90,10,886
668,787,4,1455
371,669,7,1040
800,342,9,1142
935,383,9,1318
174,165,7,339
273,392,5,665
725,955,8,1680
842,666,10,1508
191,991,4,1182
768,129,3,897
76,978,8,1054
600,234,4,834
54,178,5,232
776,208,10,984
434,772,3,1206
91,649,5,740
945,237,2,1182
767,273,3,1040
524,725,4,1249
541,326,2,867
831,975,6,1806
857,643,9,1500
884,872,9,1756
942,217,4,1159
792,253,7,1045
284,79,10,363
252,15,2,267
927,868,5,1795
151,225,6,376
216,810,3,1026
536,245,5,781
500,988,7,1488
721,491,10,1212
646,324,3,970
679,744,3,1423
638,822,2,1460
134,763,5,897
718,898,8,1616
156,136,6,292
182,521,1,703
557,955,6,1512
801,29,1,830
628,821,4,1449
899,197,8,1096
57,47,1,104
677,434,2,1111
559,660,1,1219
529,320,2,849
768,132,9,900
305,87,2,392
990,349,5,1339
537,769,5,1306
644,731,5,1375
981,835,6,1816
628,44,1,672
60,767,1,827
69,579,4,648
693,925,5,1618
178,566,6,744
787,334,7,1121
668,71,7,739
45,915,2,960
984,870,7,1854
205,507,1,712
848,623,8,1471
871,953,3,1824
919,975,3,1894
948,211,1,1159
641,528,8,1169
204,466,8,670
82,538,5,620
935,924,7,1859
125,32,8,157
199,667,8,866
713,570,5,1283
605,633,5,1238
602,440,7,1042
53,407,5,460
456,294,3,750
429,0,4,429
511,548,6,1059
951,336,1,1287
124,493,9,617
17,774,5,791
70,556,5,626
159,691,4,850
901,749,4,1650
756,65,7,821
775,676,10,1451
37,491,5,528
987,9,3,996
311,498,1,809
951,591,7,1542
8,542,7,550
786,782,2,1568
783,830,2,1613
384,725,2,1109
809,943,10,1752
631,427,10,1058
582,405,9,987
957,202,4,1159
1,36,6,37
885,100,5,985
656,520,9,1176
584,973,4,1557
983,380,10,1363
283,108,2,391
219,771,6,990
892,806,6,1698
826,580,5,1406
6,659,1,665
52,345,9,397
82,626,8,708
766,403,5,1169
410,126,10,536
874,53,8,927
170,514,6,684
576,395,4,971
742,674,6,1416
605,391,3,996
400,552,2,952
532,248,3,780
180,814,2,994
135,32,5,167
48,567,5,615
641,6,1,647
442,159,10,601
282,757,4,1039
966,466,3,1432
855,605,3,1460
885,392,4,1277
11,70,8,81
835,48,8,883
740,628,5,1368
0,970,5,970
528,270,5,798
998,686,4,1684
202,944,4,1146
151,716,3,867
847,514,3,1361
905,989,9,1894
418,795,9,1213
480,92,9,572
538,40,4,578
717,23,4,740
220,370,8,590
345,864,2,1209
855,643,6,1498
916,210,10,1126
181,492,5,673
696,789,8,1485
215,350,9,565
652,358,2,1010
417,293,6,710
338,571,1,909
908,278,1,1186
644,869,1,1513
455,634,6,1089
328,39,6,367
463,528,1,991
816,549,8,1365
986,576,9,1562
196,41,7,237
884,971,4,1855
63,117,1,180
186,190,4,376
270,949,2,1219
403,621,10,1024
833,181,5,1014
465,803,7,1268
957,722,2,1679
647,514,7,1161
224,284,4,508
929,197,1,1126
803,639,3,1442
571,411,1,982
632,397,2,1029
938,437,8,1375
212,94,4,306
215,205,9,420
81,419,10,500
209,338,2,547
219,129,2,348
855,54,5,909
221,361,5,582
745,930,9,1675
756,423,5,1179
519,161,8,680
797,603,7,1400
595,273,9,868
541,861,4,1402
312,920,5,1232
45,935,6,980
775,737,3,1512
223,113,3,336
133,855,10,988
152,110,9,262
668,807,4,1475
373,625,7,998
698,688,3,1386
422,482,6,904
983,889,10,1872
251,840,6,1091
403,529,5,932
923,516,6,1439
982,81,3,1063
527,353,10,880
486,362,9,848
559,614,4,1173
20,287,10,307
209,202,4,411
623,566,6,1189
775,679,7,1454
5,517,4,522
237,425,10,662
403,305,5,708
832,948,9,1780
389,622,5,1011
253,913,4,1166
320,664,8,984
944,785,9,1729
528,205,5,733
113,623,1,736
33,783,9,816
81,345,8,426
485,170,3,655
353,577,8,930
855,767,8,1622
536,134,10,670
531,287,7,818
720,242,7,962
788,797,4,1585
858,831,8,1689
48,307,9,355
612,79,4,691
328,158,4,486
229,773,6,1002
511,608,2,1119
959,632,6,1591
603,384,5,987
316,201,7,517
419,760,3,1179
32,791,4,823
636,925,5,1561
703,645,7,1348
867,206,7,1073
213,735,7,948
185,135,8,320
772,59,10,831
908,132,2,1040
2,719,10,721
576,484,7,1060
910,622,8,1532
744,609,10,1353
728,256,4,984
524,68,6,592
963,818,6,1781
700,161,4,861
954,121,9,1075
854,392,10,1246
270,132,8,402
444,813,7,1257
692,876,5,1568
307,570,5,877
673,496,5,1169
196,584,3,780
870,716,6,1586
332,506,3,838
86,712,5,798
327,275,2,602
147,592,7,739
352,967,10,1319
357,426,9,783
236,536,3,772
977,557,7,1534
205,121,6,326
652,58,1,710
29,641,5,670
977,356,5,1333
101,435,5,536
388,827,10,1215
266,352,7,618
688,684,9,1372
787,258,10,1045
830,968,10,1798
158,46,1,204
441,778,6,1219
911,718,9,1629
272,808,9,1080
768,59,2,827
745,257,1,1002
877,674,8,1551
480,463,9,943
96,350,6,446
344,613,8,957
817,586,5,1403
282,725,7,1007
768,103,5,871
954,208,6,1162
850,944,6,1794
454,591,2,1045
626,163,2,789
786,324,2,1110
855,758,7,1613
389,184,2,573
725,809,2,1534
893,172,2,1065
863,180,5,1043
621,998,4,1619
147,612,9,759
55,954,10,1009
120,413,7,533
715,797,5,1512
855,605,4,1460
303,922,1,1225
661,795,7,1456
664,88,2,752
391,523,9,914
76,121,8,197
483,415,10,898
669,410,1,1079
443,697,1,1140
948,752,4,1700
180,168,2,348
514,809,9,1323
888,788,6,1676
864,924,9,1788
894,798,9,1692
929,279,8,1208
182,894,10,1076
905,456,9,1361
450,628,3,1078
208,184,7,392
257,713,8,970
216,87,10,303
381,199,10,580
135,610,8,745
248,837,1,1085
920,443,10,1363
391,145,8,536
836,784,10,1620
418,588,1,1006
526,394,8,920
974,878,8,1852
62,410,7,472
653,35,7,688
380,942,1,1322
620,41,3,661
575,148,1,723
329,640,10,969
693,785,2,1478
187,918,1,1105
541,229,7,770
656,143,2,799
608,623,8,1231
429,164,3,593
791,420,1,1211
730,816,1,1546
445,865,9,1310
846,587,4,1433
436,72,4,508
433,444,10,877
773,245,6,1018
602,537,1,1139
969,599,6,1568
304,928,9,1232
195,512,7,707
837,875,8,1712
888,305,9,1193
85,287,9,372
462,762,1,1224
4,735,5,739
87,913,10,1000
988,841,9,1829
131,503,5,634
198,49,9,247
779,752,2,1531
380,371,9,751
225,458,9,683
963,217,7,1180
152,541,9,693
216,36,7,252
621,98,4,719
890,230,9,1120
483,374,5,857
715,118,1,833
392,314,3,706
388,685,5,1073
764,152,4,916
278,426,2,704
468,152,10,620
943,886,4,1829
179,637,5,816
880,42,8,922
79,295,2,374
451,651,9,1102
492,251,9,743
525,164,7,689
55,813,4,868
941,952,8,1893
699,504,8,1203
531,78,4,609
584,547,4,1131
929,600,6,1529
943,195,3,1138
81,728,9,809
15,931,1,946
399,149,8,548
133,498,1,631
206,802,1,1008
353,401,1,754
216,422,4,638
103,425,4,528
330,642,8,972
329,594,1,923
959,451,1,1410
564,206,6,770
462,792,8,1254
89,344,8,433
825,320,6,1145
445,340,2,785
382,105,1,487
365,63,7,428
849,749,4,1598
150,425,4,575
329,880,5,1209
936,736,9,1672
52,276,6,328
789,54,9,843
326,155,9,481
713,191,8,904
947,233,1,1180
740,945,10,1685
718,898,4,1616
158,73,8,231
82,282,10,364
176,497,9,673
429,566,1,995
287,811,9,1098
894,928,8,1822
253,13,2,266
189,824,9,1013
792,437,6,1229
21,223,8,244
861,289,2,1150
626,667,4,1293
152,198,4,350
496,829,9,1325
900,416,6,1316
425,43,8,468
894,229,5,1123
312,141,8,453
12,905,9,917
537,26,1,563
144,615,3,759
681,801,6,1482
400,666,6,1066
976,868,7,1844
154,343,2,497
649,876,8,1525
207,280,6,487
224,138,1,362
41,315,7,356
205,974,2,1179
759,220,9,979
691,273,10,964
592,557,10,1149
825,900,6,1725
686,626,7,1312
925,184,5,1109
558,608,9,1166
505,819,8,1324
994,64,9,1058
730,160,9,890
226,161,9,387
141,963,6,1104
150,383,2,533
751,555,2,1306
795,567,7,1362
996,869,3,1865
584,550,2,1134
5,983,7,988
407,797,2,1204
540,88,3,628
763,762,9,1525
330,230,4,560
361,512,5,873
862,116,3,978
484,559,7,1043
399,666,5,1065
537,144,2,681
981,261,4,1242
73,626,9,699
851,448,5,1299
941,227,7,1168
502,307,9,809
532,416,10,948
476,953,8,1429
204,935,3,1139
304,913,7,1217
413,814,5,1227
934,451,1,1385
180,494,9,674
649,416,4,1065
158,467,5,625
877,683,10,1560
390,792,1,1182
141,234,5,375
761,315,1,1076
661,317,9,978
800,455,3,1255
743,964,2,1707
240,930,4,1170
150,244,1,394
760,882,1,1642
705,972,2,1677
143,244,9,387
455,595,8,1050
93,735,7,828
143,15,2,158
12,792,7,804
707,394,2,1101
570,956,9,1526
108,412,2,520
654,795,5,1449
723,976,6,1699
962,317,3,1279
742,380,1,1122
904,761,8,1665
5,262,1,267
532,884,10,1416
52,684,2,736
267,627,10,894
658,556,8,1214
56,352,10,408
486,314,5,800
204,516,1,720
113,573,4,686
436,896,4,1332
574,402,2,976
214,492,2,706
808,625,2,1433
48,509,3,557
848,60,2,908
785,876,8,1661
613,529,9,1142
684,181,6,865
790,687,1,1477
614,529,3,1143
270,290,2,560
573,632,10,1205
301,766,9,1067
239,748,5,987
379,412,3,791
543,462,8,1005
316,356,2,672
718,510,10,1228
824,278,1,1102
187,269,1,456
562,525,6,1087
792,188,1,980
868,871,4,1739
149,739,10,888
631,129,8,760
423,614,4,1037
214,460,6,674
157,144,10,301
401,2,8,403
165,459,1,624
434,363,5,797
506,182,8,688
859,685,9,1544
306,241,4,547
561,758,1,1319
488,783,2,1271
666,734,8,1400
668,271,8,939
124,748,6,872
826,458,5,1284
53,995,3,1048
107,996,7,1103
588,864,7,1452
246,789,8,1035
973,25,5,998
292,256,10,548
675,115,5,790
53,825,7,878
749,915,6,1664
680,402,9,1082
124,182,6,306
498,284,8,782
775,392,9,1167
457,358,1,815
463,356,10,819
564,391,5,955
38,548,8,586
342,787,4,1129
709,500,2,1209
938,801,5,1739
101,144,4,245
489,722,10,1211
142,387,5,529
635,2,9,637
792,276,2,1068
737,946,1,1683
667,850,8,1517
724,80,9,804
352,99,1,451
672,910,2,1582
731,259,2,990
880,555,3,1435
270,383,5,653
907,959,7,1866
251,697,5,948
291,224,2,515
220,724,6,944
818,94,4,912
390,61,6,451
847,197,2,1044
435,758,9,1193
448,886,4,1334
778,682,7,1460
740,635,4,1375
380,836,8,1216
950,867,9,1817
798,312,2,1110
195,738,4,933
394,612,2,1006
818,296,10,1114
575,531,9,1106
601,934,8,1535
743,170,2,913
918,50,4,968
651,573,5,1224
399,356,8,755
128,555,2,683
500,539,9,1039
913,389,7,1302
542,181,9,723
994,915,9,1909
27,578,2,605
265,134,3,399
960,847,4,1807
160,805,2,965
58,301,9,359
517,697,4,1214
924,38,8,962
243,186,10,429
184,737,2,921
177,203,1,380
268,872,7,1140
862,107,9,969
735,395,10,1130
990,79,8,1069
427,682,10,1109
456,522,5,978
733,132,4,865
736,780,3,1516
680,615,7,1295
620,298,6,918
865,276,10,1141
177,362,5,539
308,298,3,606
591,750,7,1341
169,639,9,808
427,581,9,1008
306,682,4,988
91,198,10,289
399,786,2,1185
508,882,9,1390
239,223,4,462
687,159,5,846
654,216,9,870
171,830,5,1001
949,869,2,1818
621,666,6,1287
454,545,6,999
834,977,5,1811
760,876,1,1636
140,544,9,684
61,765,2,826
419,430,2,849
395,935,4,1330
30,930,3,960
386,827,1,1213
384,819,4,1203
786,496,8,1282
421,338,1,759
280,224,7,504
917,578,7,1495
1,590,2,591
470,857,1,1327
217,902,6,1119
474,987,1,1461
310,360,9,670
75,693,6,768
324,527,10,851
191,418,3,609
104,67,6,171
665,443,5,1108
731,869,9,1600
617,419,8,1036
516,996,1,1512
517,883,8,1400
320,4,7,324
128,718,8,846
904,676,6,1580
958,755,1,1713
127,204,5,331
815,973,2,1788
437,596,1,1033
893,731,9,1624
201,642,1,843
844,208,3,1052
206,46,3,252
421,151,2,572
822,662,8,1484
64,718,8,782
853,812,7,1665
860,5,4,865
744,872,10,1616
484,83,5,567
35,646,4,681
570,973,2,1543
895,278,10,1173
538,255,7,793
446,853,7,1299
815,155,8,970
535,696,5,1231
329,107,8,436
357,358,7,715
258,762,8,1020
932,965,2,1897
567,614,1,1181
512,986,2,1498
188,471,4,659
581,598,1,1179
256,683,9,939
92,464,3,556
19,295,3,314
597,737,6,1334
791,429,4,1220
454,82,3,536
607,721,2,1328
874,823,10,1697
210,923,8,1133
892,188,4,1080
542,750,2,1292
941,184,3,1125
606,289,3,895
7,812,9,819
577,345,5,922
108,17,1,125
591,827,6,1418
177,263,10,440
168,82,9,250
497,550,1,1047
259,151,6,410
752,2,7,754
949,274,8,1223
315,266,2,581
690,487,2,1177
282,216,4,498
311,348,7,659
72,823,10,895
333,151,7,484
177,164,2,341
289,743,8,1032
857,133,1,990
241,322,3,563
391,59,5,450
477,835,6,1312
163,181,10,344
393,726,10,1119
384,242,8,626
151,279,7,430
342,75,10,417
589,459,7,1048
68,570,3,638
374,648,7,1022
530,959,10,1489
184,978,9,1162
543,208,5,751
411,981,6,1392
213,418,2,631
62,660,5,722
369,94,2,463
223,48,7,271
161,687,10,848
213,669,1,882
729,951,8,1680
452,948,5,1400
86,181,4,267
699,240,5,939
559,965,10,1524
862,847,1,1709
679,762,6,1441
12,147,8,159
132,795,9,927
458,510,4,968
23,705,9,728
123,827,10,950
772,766,6,1538
906,150,2,1056
646,287,5,933
583,638,8,1221
654,271,1,925
230,0,2,230
35,159,6,194
875,542,10,1417
273,767,9,1040
926,551,4,1477
255,186,6,441
890,421,2,1311
5,255,2,260
522,546,1,1068
115,871,4,986
141,349,4,490
669,656,4,1325
266,44,1,310
504,483,6,987
945,585,3,1530
374,949,7,1323
995,94,8,1089
180,795,1,975
677,721,4,1398
839,303,10,1142
523,283,5,806
229,661,4,890
865,14,5,879
598,684,2,1282
43,145,5,188
258,718,6,976
540,508,7,1048
42,105,2,147
104,786,3,890
356,663,7,1019
887,455,8,1342
861,698,5,1559
50,184,10,234
551,199,2,750
708,46,10,754
959,480,5,1439
849,881,8,1730
492,450,10,942
382,634,2,1016
639,664,4,1303
785,922,8,1707
942,277,5,1219
785,982,2,1767
616,456,5,1072
998,216,4,1214
630,550,5,1180
986,225,7,1211
581,818,5,1399
876,76,7,952
645,656,8,1301
647,348,5,995
850,809,7,1659
772,37,5,809
273,978,8,1251
367,838,6,1205
2,819,6,821
713,635,8,1348
141,446,8,587
142,336,5,478
21,517,9,538
287,350,10,637
149,233,10,382
356,836,1,1192
547,481,9,1028
804,208,3,1012
163,385,7,548
410,737,6,1147
806,585,2,1391
814,14,5,828
98,916,1,1014
770,274,1,1044
587,913,9,1500
499,519,8,1018
205,924,2,1129
364,739,5,1103
890,940,2,1830
387,520,2,907
1,130,4,131
704,747,3,1451
648,330,4,978
453,506,6,959
317,711,4,1028
489,371,5,860
554,387,8,941
419,294,10,713
914,227,1,1141
111,971,4,1082
323,632,10,955
820,240,1,1060
586,141,4,727
873,966,2,1839
70,992,4,1062
264,437,10,701
78,421,4,499
162,239,5,401
76,888,10,964
48,695,9,743
537,859,9,1396
341,201,2,542
510,583,10,1093
868,659,8,1527
249,80,9,329
232,142,3,374
613,41,2,654
418,553,5,971
746,97,8,843
258,134,5,392
301,614,3,915
776,249,2,1025
918,935,7,1853
951,698,6,1649
317,607,7,924
483,840,8,1323
14,924,10,938
68,329,9,397
608,809,4,1417
499,328,3,827
208,465,5,673
504,551,7,1055
166,607,2,773
797,13,3,810
402,997,10,1399
503,562,3,1065
460,336,5,796
792,914,3,1706
173,0,10,173
907,927,5,1834
442,54,8,496
959,229,4,1188
275,305,7,580
460,907,3,1367
512,803,3,1315
637,886,9,1523
780,504,5,1284
549,531,1,1080
723,845,2,1568
89,9,1,98
521,888,8,1409
346,146,3,492
446,491,4,937
684,287,4,971
723,675,10,1398
410,285,7,695
977,897,7,1874
206,70,5,276
451,46,9,497
789,594,2,1383
739,968,3,1707
650,190,3,840
598,52,1,650
447,427,9,874
351,825,2,1176
659,6,4,665
954,110,4,1064
997,30,6,1027
780,338,4,1118
410,20,5,430
353,420,2,773
518,585,7,1103
567,265,10,832
555,1,10,556
402,257,10,659
42,202,7,244
261,35,3,296
644,431,8,1075
727,791,1,1518
216,949,10,1165
91,566,8,657
541,180,9,721
655,798,8,1453
290,853,3,1143
43,632,8,675
508,257,5,765
676,34,1,710
429,945,9,1374
439,104,7,543
565,709,6,1274
786,893,9,1679
143,139,1,282
256,154,1,410
356,855,3,1211
630,563,10,1193
67,897,3,964
850,688,6,1538
211,617,10,828
986,599,7,1585
347,56,5,403
509,736,3,1245
748,678,5,1426
902,332,1,1234
210,127,4,337
163,110,9,273
825,84,9,909
37,629,7,666
330,448,9,778
854,499,8,1353
684,848,9,1532
919,326,3,1245
424,581,9,1005
556,43,2,599
255,12,3,267
297,623,8,920
8,853,1,861
435,987,1,1422
813,77,10,890
330,580,2,910
678,743,2,1421
752,703,2,1455
298,345,8,643
658,189,2,847
943,186,4,1129
330,859,3,1189
82,708,3,790
494,449,6,943
152,748,5,900
907,223,9,1130
453,378,7,831
590,819,6,1409
117,1,6,118
54,730,2,784
981,359,5,1340
392,90,5,482
78,495,9,573
234,491,7,725
461,838,5,1299
962,948,5,1910
583,463,5,1046
111,469,1,580
310,345,9,655
694,663,5,1357
181,900,2,1081
163,506,2,669
877,40,10,917
933,555,8,1488
822,704,8,1526
