,p,q,f,out
2572,419,928,3,1347
2573,21,874,8,-853
2574,162,849,5,-687
2575,776,980,8,-204
2576,135,732,7,-597
2577,824,210,9,614
2578,300,438,10,-138
2579,604,381,8,223
2580,210,62,3,272
2581,368,136,2,504
2582,910,377,8,533
2583,178,877,1,1055
2584,826,619,10,207
2585,301,382,7,-81
2586,884,943,3,1827
2587,925,105,10,820
2588,115,196,3,311
2589,818,632,1,1450
2590,920,872,5,48
2591,399,3,1,402
2592,802,739,9,63
2593,567,819,1,1386
2594,485,88,6,397
2595,590,603,3,1193
2596,841,751,2,1592
2597,501,193,6,308
2598,428,483,7,-55
2599,998,340,8,658
2600,169,518,10,-349
2601,597,991,5,-394
2602,778,201,7,577
2603,132,775,8,-643
2604,155,991,5,-836
2605,557,112,5,445
2606,926,835,9,91
2607,868,553,7,315
2608,199,274,1,473
2609,521,896,10,-375
2610,933,786,4,1719
2611,342,62,7,280
2612,37,4,9,33
2613,664,567,4,1231
2614,237,74,1,311
2615,783,747,1,1530
2616,264,600,2,864
2617,921,320,5,601
2618,971,805,9,166
2619,916,445,9,471
2620,982,536,5,446
2621,839,711,3,1550
2622,150,994,10,-844
2623,482,83,3,565
2624,591,364,3,955
2625,847,606,8,241
2626,550,548,4,1098
2627,876,990,3,1866
2628,75,798,3,873
2629,160,843,8,-683
2630,859,426,10,433
2631,853,224,1,1077
2632,380,847,1,1227
2633,923,794,10,129
2634,546,576,8,-30
2635,386,391,7,-5
2636,351,870,7,-519
2637,803,691,4,1494
2638,789,645,3,1434
2639,537,924,6,-387
2640,883,635,6,248
2641,824,532,4,1356
2642,761,595,10,166
2643,561,290,6,271
2644,761,933,7,-172
2645,488,284,10,204
2646,413,61,6,352
2647,350,815,5,-465
2648,571,69,3,640
2649,423,903,7,-480
2650,612,427,3,1039
2651,508,437,3,945
2652,372,352,7,20
2653,259,232,6,27
2654,606,875,5,-269
2655,285,640,1,925
2656,165,574,1,739
2657,565,704,4,1269
2658,684,755,10,-71
2659,518,507,3,1025
2660,269,251,8,18
2661,428,889,7,-461
2662,696,567,7,129
2663,561,322,8,239
2664,33,316,5,-283
2665,589,249,9,340
2666,166,803,3,969
2667,292,607,9,-315
2668,668,637,6,31
2669,612,422,10,190
2670,299,700,4,999
2671,56,125,8,-69
2672,598,237,4,835
2673,930,268,9,662
2674,491,798,10,-307
2675,892,253,5,639
2676,808,661,2,1469
2677,77,620,1,697
2678,974,819,9,155
2679,568,751,6,-183
2680,25,128,5,-103
2681,833,919,2,1752
2682,735,426,2,1161
2683,360,456,5,-96
2684,406,166,7,240
2685,733,80,6,653
2686,277,846,1,1123
2687,302,111,10,191
2688,158,258,3,416
2689,985,395,7,590
2690,259,55,2,314
2691,41,568,6,-527
2692,819,814,7,5
2693,973,166,10,807
2694,618,958,8,-340
2695,378,673,10,-295
2696,133,473,9,-340
2697,860,185,9,675
2698,342,706,5,-364
2699,773,975,9,-202
2700,775,940,7,-165
2701,372,972,10,-600
2702,143,710,2,853
2703,535,994,3,1529
2704,77,507,10,-430
2705,195,104,6,91
2706,879,363,6,516
2707,168,907,3,1075
2708,644,831,10,-187
2709,344,878,4,1222
2710,973,203,1,1176
2711,487,355,1,842
2712,871,16,5,855
2713,953,255,4,1208
2714,105,358,7,-253
2715,75,901,9,-826
2716,839,215,1,1054
2717,732,228,9,504
2718,629,881,1,1510
2719,931,626,9,305
2720,139,85,8,54
2721,816,348,7,468
2722,566,714,1,1280
2723,241,433,1,674
2724,408,493,2,901
2725,682,796,8,-114
2726,196,510,1,706
2727,922,223,4,1145
2728,274,519,10,-245
2729,236,721,4,957
2730,625,725,8,-100
2731,735,887,2,1622
2732,197,925,2,1122
2733,824,704,2,1528
2734,485,477,8,8
2735,498,650,3,1148
2736,910,884,1,1794
2737,838,108,8,730
2738,740,333,2,1073
2739,904,931,7,-27
2740,274,990,3,1264
2741,435,810,3,1245
2742,679,178,8,501
2743,298,256,6,42
2744,572,45,1,617
2745,143,622,1,765
2746,188,564,6,-376
2747,380,431,6,-51
2748,997,340,8,657
2749,752,820,8,-68
2750,456,443,5,13
2751,694,821,9,-127
2752,239,514,7,-275
2753,717,719,9,-2
2754,57,118,10,-61
2755,986,281,5,705
2756,304,553,8,-249
2757,651,224,2,875
2758,692,329,10,363
2759,464,317,8,147
2760,308,819,9,-511
2761,696,444,1,1140
2762,349,846,6,-497
2763,7,324,3,331
2764,784,581,7,203
2765,780,636,2,1416
2766,918,148,7,770
2767,782,831,1,1613
2768,74,477,1,551
2769,264,499,5,-235
2770,583,196,10,387
2771,780,237,8,543
2772,27,286,9,-259
2773,683,504,7,179
2774,756,517,9,239
2775,659,326,7,333
2776,202,616,6,-414
2777,965,643,3,1608
2778,480,974,1,1454
2779,902,786,10,116
2780,800,709,10,91
2781,824,69,3,893
2782,471,19,10,452
2783,606,115,3,721
2784,985,867,9,118
2785,87,31,9,56
2786,681,136,1,817
2787,658,818,8,-160
2788,850,463,9,387
2789,473,577,9,-104
2790,357,131,9,226
2791,427,621,8,-194
2792,354,602,3,956
2793,497,507,8,-10
2794,189,619,9,-430
2795,218,572,6,-354
2796,681,749,3,1430
2797,977,395,5,582
2798,251,201,5,50
2799,891,181,10,710
2800,319,448,5,-129
2801,561,346,2,907
2802,321,946,2,1267
2803,469,375,5,94
2804,37,95,3,132
2805,993,307,7,686
2806,165,441,7,-276
2807,68,499,1,567
2808,837,185,2,1022
2809,676,322,1,998
2810,180,240,4,420
2811,658,748,10,-90
2812,350,740,3,1090
2813,693,445,5,248
2814,589,174,1,763
2815,327,513,5,-186
2816,830,898,4,1728
2817,400,151,9,249
2818,865,212,9,653
2819,590,880,8,-290
2820,722,992,10,-270
2821,186,824,6,-638
2822,528,760,7,-232
2823,273,582,8,-309
2824,957,754,3,1711
2825,945,978,6,-33
2826,822,255,3,1077
2827,145,612,7,-467
2828,218,819,9,-601
2829,785,679,8,106
2830,790,591,3,1381
2831,226,291,9,-65
2832,514,482,10,32
2833,884,501,4,1385
2834,728,349,2,1077
2835,472,398,1,870
2836,86,285,2,371
2837,100,27,8,73
2838,956,466,2,1422
2839,398,304,8,94
2840,778,312,2,1090
2841,168,844,6,-676
2842,46,476,3,522
2843,608,705,10,-97
2844,934,622,8,312
2845,669,637,10,32
2846,437,307,2,744
2847,868,665,2,1533
2848,467,322,2,789
2849,315,819,8,-504
2850,158,566,2,724
2851,299,515,2,814
2852,384,192,6,192
2853,431,860,10,-429
2854,603,194,10,409
2855,710,827,10,-117
2856,656,28,3,684
2857,436,939,10,-503
2858,510,117,8,393
2859,924,4,6,920
2860,423,821,5,-398
2861,272,36,8,236
2862,15,114,8,-99
2863,72,156,5,-84
2864,168,239,1,407
2865,202,38,4,240
2866,696,19,10,677
2867,379,35,3,414
2868,830,659,2,1489
2869,825,860,10,-35
2870,550,44,1,594
2871,178,430,1,608
2872,443,562,6,-119
2873,35,904,7,-869
2874,892,534,10,358
2875,832,453,10,379
2876,934,282,1,1216
2877,731,539,6,192
2878,887,42,10,845
2879,316,687,2,1003
2880,683,984,4,1667
2881,956,994,6,-38
2882,218,976,3,1194
2883,863,92,10,771
2884,566,179,3,745
2885,545,350,10,195
2886,732,521,9,211
2887,837,910,6,-73
2888,343,667,10,-324
2889,172,814,2,986
2890,590,244,9,346
2891,831,622,5,209
2892,793,104,10,689
2893,676,77,6,599
2894,658,417,8,241
2895,341,294,2,635
2896,980,504,3,1484
2897,639,78,10,561
2898,257,548,4,805
2899,980,378,4,1358
2900,5,540,9,-535
2901,303,607,7,-304
2902,920,783,8,137
2903,749,917,7,-168
2904,183,975,5,-792
2905,717,542,2,1259
2906,709,508,9,201
2907,281,425,1,706
2908,319,727,2,1046
2909,672,545,6,127
2910,72,810,7,-738
2911,213,592,9,-379
2912,499,304,9,195
2913,782,811,7,-29
2914,176,351,3,527
2915,1,993,1,994
2916,716,641,9,75
2917,907,820,7,87
2918,547,699,5,-152
2919,732,423,7,309
2920,47,613,4,660
2921,603,828,7,-225
2922,798,861,6,-63
2923,991,632,7,359
2924,856,60,5,796
2925,53,608,5,-555
2926,310,420,9,-110
2927,875,442,1,1317
2928,701,234,9,467
2929,394,808,6,-414
2930,970,207,4,1177
2931,313,81,5,232
2932,782,429,3,1211
2933,810,914,1,1724
2934,993,854,3,1847
2935,381,713,5,-332
2936,572,576,5,-4
2937,419,784,1,1203
2938,603,973,10,-370
2939,374,238,1,612
2940,979,241,9,738
2941,342,54,4,396
2942,927,884,5,43
2943,366,924,6,-558
2944,386,786,10,-400
2945,273,52,2,325
2946,875,391,10,484
2947,932,148,2,1080
2948,934,925,4,1859
2949,577,336,4,913
2950,446,698,8,-252
2951,381,791,6,-410
2952,884,259,9,625
2953,691,581,3,1272
2954,454,440,7,14
2955,611,0,7,611
2956,793,633,6,160
2957,716,299,10,417
2958,220,359,6,-139
2959,341,134,7,207
2960,476,311,5,165
2961,823,521,8,302
2962,883,194,4,1077
2963,599,525,1,1124
2964,654,490,7,164
2965,818,43,2,861
2966,884,998,10,-114
2967,990,123,1,1113
2968,928,170,6,758
2969,357,852,10,-495
2970,915,551,2,1466
2971,932,88,5,844
2972,262,867,3,1129
2973,544,273,2,817
2974,663,494,8,169
2975,627,137,2,764
2976,690,670,2,1360
2977,772,675,8,97
2978,146,883,2,1029
2979,361,348,3,709
2980,402,369,10,33
2981,582,780,8,-198
2982,290,77,2,367
2983,342,672,3,1014
2984,797,909,8,-112
2985,87,588,1,675
2986,844,139,5,705
2987,544,175,4,719
2988,813,977,8,-164
2989,217,195,2,412
2990,443,842,1,1285
2991,710,754,5,-44
2992,345,641,7,-296
2993,966,196,4,1162
2994,901,984,7,-83
2995,193,139,5,54
2996,14,883,1,897
2997,876,343,9,533
2998,435,926,7,-491
2999,625,882,2,1507
3000,659,648,5,11
3001,869,370,9,499
3002,795,817,9,-22
3003,176,116,6,60
3004,850,439,3,1289
3005,576,675,1,1251
3006,571,704,9,-133
3007,59,585,2,644
3008,768,658,4,1426
3009,797,571,9,226
3010,225,155,3,380
3011,944,706,1,1650
3012,491,549,9,-58
3013,412,12,1,424
3014,348,455,4,803
3015,135,959,4,1094
3016,622,165,8,457
3017,689,105,1,794
3018,400,367,6,33
3019,540,830,7,-290
3020,629,741,10,-112
3021,676,57,4,733
3022,304,651,3,955
3023,212,65,7,147
3024,255,464,10,-209
3025,433,807,7,-374
3026,764,723,10,41
3027,686,264,7,422
3028,19,25,5,-6
3029,822,975,8,-153
3030,942,397,9,545
3031,533,463,5,70
3032,921,201,3,1122
3033,63,803,7,-740
3034,985,817,10,168
3035,959,540,2,1499
3036,604,277,8,327
3037,120,868,5,-748
3038,489,394,10,95
3039,723,376,5,347
3040,615,228,4,843
3041,726,300,9,426
3042,755,306,9,449
3043,987,941,9,46
3044,110,787,9,-677
3045,317,208,1,525
3046,483,815,3,1298
3047,967,346,8,621
3048,753,429,10,324
3049,460,869,4,1329
3050,911,293,2,1204
3051,215,13,1,228
3052,541,444,8,97
3053,710,13,2,723
3054,702,417,6,285
3055,425,824,9,-399
3056,38,728,4,766
3057,177,312,10,-135
3058,742,646,7,96
3059,62,993,3,1055
3060,899,608,2,1507
3061,631,235,1,866
3062,687,310,8,377
3063,237,90,3,327
3064,393,686,8,-293
3065,641,815,4,1456
3066,610,963,7,-353
3067,730,48,4,778
3068,99,509,2,608
3069,321,386,9,-65
3070,93,152,10,-59
3071,636,369,4,1005
3072,23,946,9,-923
3073,283,279,2,562
3074,512,694,4,1206
3075,473,7,10,466
3076,334,766,7,-432
3077,939,573,6,366
3078,972,948,8,24
3079,865,842,5,23
3080,864,429,9,435
3081,172,905,5,-733
3082,818,427,6,391
3083,12,325,10,-313
3084,90,298,10,-208
3085,941,213,10,728
3086,597,597,3,1194
3087,303,699,9,-396
3088,16,166,2,182
3089,772,551,10,221
3090,380,54,4,434
3091,643,587,6,56
3092,104,794,10,-690
3093,596,647,1,1243
3094,837,850,2,1687
3095,341,423,1,764
3096,151,799,3,950
3097,982,648,6,334
3098,321,741,6,-420
3099,27,385,1,412
3100,723,3,3,726
3101,641,62,3,703
3102,22,849,4,871
3103,635,795,9,-160
3104,173,223,5,-50
3105,239,406,7,-167
3106,711,470,10,241
3107,6,950,2,956
3108,73,708,6,-635
3109,368,883,6,-515
3110,827,967,7,-140
3111,241,80,4,321
3112,120,272,1,392
3113,998,968,8,30
3114,395,430,2,825
3115,308,204,10,104
3116,681,415,2,1096
3117,539,173,1,712
3118,508,819,8,-311
3119,42,303,7,-261
3120,713,727,5,-14
3121,194,878,2,1072
3122,707,618,6,89
3123,177,682,6,-505
3124,293,732,1,1025
3125,580,696,8,-116
3126,851,585,5,266
3127,231,823,3,1054
3128,70,934,6,-864
3129,114,434,6,-320
3130,731,449,7,282
3131,186,657,7,-471
3132,905,401,6,504
3133,810,719,2,1529
3134,182,944,1,1126
3135,220,2,10,218
3136,572,91,2,663
3137,880,491,3,1371
3138,361,836,7,-475
3139,548,969,2,1517
3140,623,138,2,761
3141,441,369,3,810
3142,645,721,3,1366
3143,533,545,10,-12
3144,291,351,7,-60
3145,801,154,4,955
3146,430,513,10,-83
3147,610,708,2,1318
3148,877,854,1,1731
3149,327,773,7,-446
3150,917,489,5,428
3151,972,628,9,344
3152,722,138,8,584
3153,511,369,3,880
3154,697,684,10,13
3155,384,863,6,-479
3156,5,428,3,433
3157,64,495,3,559
3158,813,350,10,463
3159,260,290,8,-30
3160,173,895,7,-722
3161,591,631,4,1222
3162,794,985,1,1779
3163,834,562,5,272
3164,209,865,5,-656
3165,106,612,1,718
3166,36,495,2,531
3167,877,637,5,240
3168,873,147,5,726
3169,36,272,2,308
3170,424,54,7,370
3171,359,466,9,-107
3172,968,342,2,1310
3173,370,688,1,1058
3174,387,802,7,-415
3175,382,829,1,1211
3176,987,14,5,973
3177,61,861,4,922
3178,365,681,3,1046
3179,876,818,9,58
3180,264,172,2,436
3181,104,410,8,-306
3182,674,253,6,421
3183,850,861,9,-11
3184,823,771,7,52
3185,672,699,10,-27
3186,115,842,10,-727
3187,676,154,4,830
3188,410,180,7,230
3189,547,248,3,795
3190,623,988,6,-365
3191,170,930,8,-760
3192,10,400,1,410
3193,884,198,4,1082
3194,973,255,8,718
3195,749,842,6,-93
3196,622,221,6,401
3197,389,221,2,610
3198,778,352,3,1130
3199,722,733,4,1455
3200,392,963,7,-571
3201,186,320,2,506
3202,720,23,9,697
3203,411,816,5,-405
3204,796,265,10,531
3205,452,513,9,-61
3206,830,630,3,1460
3207,911,838,10,73
3208,468,659,9,-191
3209,446,309,2,755
3210,570,796,3,1366
3211,999,305,1,1304
3212,917,904,10,13
3213,300,757,9,-457
3214,111,384,3,495
3215,700,970,2,1670
3216,685,712,8,-27
3217,714,969,10,-255
3218,958,786,3,1744
3219,601,872,7,-271
3220,550,828,8,-278
3221,587,68,3,655
3222,261,431,8,-170
3223,380,592,5,-212
3224,644,397,8,247
3225,53,891,3,944
3226,342,974,2,1316
3227,93,943,6,-850
3228,410,354,5,56
3229,918,905,3,1823
3230,793,729,7,64
3231,166,929,4,1095
3232,322,218,8,104
3233,686,298,8,388
3234,53,645,7,-592
3235,557,661,9,-104
3236,961,161,10,800
3237,589,708,1,1297
3238,277,474,4,751
3239,77,303,3,380
3240,803,611,7,192
3241,627,274,6,353
3242,951,492,2,1443
3243,535,824,5,-289
3244,82,164,2,246
3245,349,913,7,-564
3246,1,599,4,600
3247,32,338,1,370
3248,205,430,8,-225
3249,274,895,6,-621
3250,487,633,10,-146
3251,94,508,3,602
3252,512,201,5,311
3253,283,877,3,1160
3254,951,806,10,145
3255,335,447,6,-112
3256,528,142,3,670
3257,166,16,10,150
3258,137,75,4,212
3259,652,324,7,328
3260,689,235,4,924
3261,669,921,7,-252
3262,428,351,2,779
3263,32,131,10,-99
3264,607,420,7,187
3265,772,814,9,-42
3266,925,69,2,994
3267,237,678,3,915
3268,89,659,1,748
3269,626,526,2,1152
3270,472,606,2,1078
3271,708,349,3,1057
3272,806,523,2,1329
3273,856,925,6,-69
3274,157,534,10,-377
3275,300,508,9,-208
3276,870,970,3,1840
3277,63,740,4,803
3278,4,591,10,-587
3279,11,738,2,749
3280,312,850,4,1162
3281,738,705,9,33
3282,68,519,3,587
3283,707,646,3,1353
3284,584,791,6,-207
3285,129,578,1,707
3286,469,602,9,-133
3287,657,326,8,331
3288,508,677,5,-169
3289,470,508,3,978
3290,292,75,3,367
3291,147,917,4,1064
3292,337,4,8,333
3293,13,503,4,516
3294,936,21,2,957
3295,994,78,10,916
3296,581,32,5,549
3297,100,794,10,-694
3298,624,142,7,482
3299,652,842,6,-190
3300,964,236,2,1200
3301,993,175,7,818
3302,128,333,2,461
3303,55,925,1,980
3304,748,333,1,1081
3305,64,49,5,15
3306,540,227,5,313
3307,824,725,7,99
3308,825,333,1,1158
3309,545,836,9,-291
3310,348,153,3,501
3311,166,430,2,596
3312,228,649,1,877
3313,521,761,1,1282
3314,962,748,9,214
3315,995,26,2,1021
3316,594,947,5,-353
3317,129,284,2,413
3318,275,215,3,490
3319,577,233,10,344
3320,891,672,1,1563
3321,943,43,6,900
3322,879,53,4,932
3323,650,400,10,250
3324,513,564,10,-51
3325,91,394,10,-303
3326,638,838,7,-200
3327,864,635,7,229
3328,190,369,8,-179
3329,513,586,1,1099
3330,190,470,7,-280
3331,794,761,10,33
3332,915,690,5,225
3333,845,188,9,657
3334,398,60,8,338
3335,838,454,4,1292
3336,56,414,6,-358
3337,965,17,3,982
3338,378,455,6,-77
3339,468,995,5,-527
3340,178,621,2,799
3341,481,980,4,1461
3342,681,187,2,868
3343,833,607,7,226
3344,948,800,6,148
3345,564,745,6,-181
3346,288,897,2,1185
3347,484,73,3,557
3348,316,288,7,28
3349,507,10,8,497
3350,994,925,8,69
3351,270,482,2,752
3352,899,679,6,220
3353,349,596,3,945
3354,331,580,8,-249
3355,852,128,4,980
3356,650,873,5,-223
3357,973,447,7,526
3358,424,374,2,798
3359,317,424,6,-107
3360,748,376,9,372
3361,121,232,5,-111
3362,994,437,3,1431
3363,221,875,8,-654
3364,993,796,4,1789
3365,454,694,5,-240
3366,478,23,8,455
3367,824,740,7,84
3368,652,205,1,857
3369,398,622,5,-224
3370,89,345,3,434
3371,345,526,9,-181
3372,671,526,8,145
3373,579,625,2,1204
3374,413,74,7,339
3375,675,260,8,415
3376,74,415,5,-341
3377,630,189,10,441
3378,580,62,9,518
3379,686,542,5,144
3380,105,328,3,433
3381,44,787,6,-743
3382,397,191,6,206
3383,428,615,3,1043
3384,413,66,8,347
3385,288,157,8,131
3386,800,835,3,1635
3387,233,932,5,-699
3388,480,468,1,948
3389,939,944,1,1883
3390,824,418,1,1242
3391,394,355,1,749
3392,340,735,8,-395
3393,529,224,2,753
3394,754,487,7,267
3395,77,561,7,-484
3396,945,240,3,1185
3397,807,152,2,959
3398,491,708,5,-217
3399,823,287,10,536
3400,136,457,5,-321
3401,253,701,7,-448
3402,839,74,3,913
3403,779,359,2,1138
3404,612,601,1,1213
3405,483,432,10,51
3406,552,143,6,409
3407,354,736,10,-382
3408,873,276,1,1149
3409,332,940,9,-608
3410,253,861,2,1114
3411,569,514,7,55
3412,85,959,7,-874
3413,356,38,4,394
3414,997,867,9,130
3415,639,931,4,1570
3416,669,513,5,156
3417,123,701,4,824
3418,315,589,5,-274
3419,290,947,7,-657
3420,578,747,2,1325
3421,339,522,9,-183
3422,447,714,3,1161
3423,469,547,10,-78
3424,751,81,9,670
3425,116,56,6,60
3426,367,726,8,-359
3427,786,197,1,983
3428,951,933,4,1884
3429,35,454,7,-419
3430,830,191,7,639
3431,951,186,9,765
3432,967,38,8,929
3433,804,518,7,286
3434,719,350,4,1069
3435,797,226,8,571
3436,938,556,1,1494
3437,116,793,3,909
3438,430,742,6,-312
3439,643,563,7,80
3440,377,839,10,-462
3441,412,312,5,100
3442,484,168,3,652
3443,864,292,2,1156
3444,577,138,3,715
3445,421,576,10,-155
3446,373,600,5,-227
3447,139,848,2,987
3448,851,614,5,237
3449,498,699,2,1197
3450,16,741,8,-725
3451,975,1,8,974
3452,468,497,2,965
3453,491,969,1,1460
3454,386,537,7,-151
3455,714,303,8,411
3456,549,555,5,-6
3457,942,742,3,1684
3458,702,796,8,-94
3459,388,346,2,734
3460,169,886,7,-717
3461,520,767,1,1287
3462,445,937,10,-492
3463,489,433,6,56
3464,169,601,7,-432
3465,813,450,7,363
3466,570,280,7,290
3467,295,158,4,453
3468,135,104,4,239
3469,453,176,9,277
3470,300,282,4,582
3471,458,806,1,1264
3472,488,407,4,895
3473,805,65,1,870
3474,868,624,3,1492
3475,309,313,4,622
3476,253,852,9,-599
3477,109,645,3,754
3478,847,700,7,147
3479,575,872,3,1447
3480,722,371,5,351
3481,513,607,9,-94
3482,411,24,7,387
3483,128,93,10,35
3484,392,171,2,563
3485,693,460,3,1153
3486,887,966,9,-79
3487,887,675,2,1562
3488,211,998,7,-787
3489,385,169,7,216
3490,151,424,5,-273
3491,473,924,7,-451
3492,572,974,5,-402
3493,587,820,7,-233
3494,17,114,3,131
3495,467,11,2,478
3496,262,525,1,787
3497,648,917,7,-269
3498,819,105,1,924
3499,453,574,8,-121
3500,571,644,10,-73
3501,386,660,10,-274
3502,807,554,5,253
3503,505,27,1,532
3504,508,419,8,89
3505,496,457,3,953
3506,567,117,5,450
3507,872,577,2,1449
3508,924,573,10,351
3509,585,37,6,548
3510,809,452,9,357
3511,923,45,7,878
3512,774,950,6,-176
3513,808,310,2,1118
3514,28,797,6,-769
3515,360,746,10,-386
3516,827,680,6,147
3517,145,775,5,-630
3518,291,260,2,551
3519,882,743,3,1625
3520,314,665,4,979
3521,681,938,6,-257
3522,609,556,3,1165
3523,409,142,6,267
3524,895,105,5,790
3525,263,728,1,991
3526,161,262,9,-101
3527,515,894,10,-379
3528,799,78,9,721
3529,165,364,8,-199
3530,494,195,1,689
3531,564,272,8,292
3532,129,726,9,-597
3533,247,267,8,-20
3534,193,656,2,849
3535,668,525,6,143
3536,126,321,10,-195
3537,96,737,5,-641
3538,655,663,8,-8
3539,525,516,7,9
3540,576,132,5,444
3541,872,564,5,308
3542,728,285,2,1013
3543,574,338,5,236
3544,247,63,5,184
3545,6,633,4,639
3546,294,837,3,1131
3547,248,157,10,91
3548,263,93,9,170
3549,599,65,4,664
3550,123,275,3,398
3551,482,530,4,1012
3552,130,600,9,-470
3553,768,604,9,164
3554,738,956,3,1694
3555,659,982,3,1641
3556,101,356,7,-255
3557,963,845,10,118
3558,566,186,4,752
3559,983,42,1,1025
3560,558,933,4,1491
3561,307,158,6,149
3562,111,231,1,342
3563,785,56,10,729
3564,816,165,9,651
3565,301,267,1,568
3566,358,366,4,724
3567,200,70,2,270
3568,6,315,5,-309
3569,714,334,7,380
3570,389,324,8,65
3571,306,591,5,-285
3572,665,568,7,97
3573,288,732,6,-444
3574,455,823,7,-368
3575,185,244,2,429
3576,964,661,9,303
3577,311,717,10,-406
3578,186,671,6,-485
3579,977,233,10,744
3580,162,752,5,-590
3581,841,205,6,636
3582,63,797,8,-734
3583,257,673,10,-416
3584,865,377,6,488
3585,667,377,8,290
3586,189,826,7,-637
3587,415,239,9,176
3588,564,14,2,578
3589,971,647,6,324
3590,925,724,8,201
3591,38,190,2,228
3592,116,546,3,662
3593,859,244,10,615
3594,299,375,10,-76
3595,414,177,3,591
3596,25,338,5,-313
3597,916,696,4,1612
3598,874,111,7,763
3599,141,189,6,-48
3600,337,6,10,331
3601,624,33,5,591
3602,956,531,3,1487
3603,471,803,8,-332
3604,297,782,7,-485
3605,730,264,1,994
3606,335,797,10,-462
3607,241,2,1,243
3608,39,814,4,853
3609,890,671,9,219
3610,440,861,1,1301
3611,538,476,10,62
3612,0,194,4,194
3613,502,648,10,-146
3614,420,160,7,260
3615,260,973,5,-713
3616,116,445,4,561
3617,637,79,8,558
3618,933,607,1,1540
3619,198,617,1,815
3620,190,955,8,-765
3621,715,859,4,1574
3622,147,914,6,-767
3623,394,431,3,825
3624,943,204,10,739
3625,801,17,6,784
3626,232,507,3,739
3627,624,627,9,-3
3628,423,478,8,-55
3629,131,711,3,842
3630,341,606,8,-265
3631,408,192,7,216
3632,997,622,9,375
3633,39,669,8,-630
3634,115,409,10,-294
3635,400,779,9,-379
3636,235,845,10,-610
3637,793,182,3,975
3638,172,4,7,168
3639,943,420,8,523
3640,675,634,8,41
3641,569,290,8,279
3642,905,101,10,804
3643,981,368,7,613
3644,785,764,3,1549
3645,218,148,7,70
3646,180,710,6,-530
3647,344,325,5,19
3648,969,584,6,385
3649,973,184,10,789
3650,187,944,5,-757
3651,602,551,5,51
3652,871,974,10,-103
3653,687,860,1,1547
3654,621,131,8,490
3655,395,114,10,281
3656,345,294,3,639
3657,813,935,9,-122
3658,632,888,10,-256
3659,140,483,6,-343
3660,465,733,3,1198
3661,37,19,3,56
3662,986,329,10,657
3663,828,727,2,1555
3664,887,781,8,106
3665,307,883,10,-576
3666,835,158,8,677
3667,379,423,3,802
3668,151,822,5,-671
3669,930,295,5,635
3670,908,481,2,1389
3671,816,451,10,365
3672,683,124,6,559
3673,667,718,7,-51
3674,157,524,6,-367
3675,54,919,6,-865
3676,265,408,8,-143
3677,161,115,9,46
3678,23,727,6,-704
3679,603,554,4,1157
3680,291,547,6,-256
3681,762,976,1,1738
3682,132,52,1,184
3683,734,446,4,1180
3684,111,334,3,445
3685,489,954,10,-465
3686,670,257,8,413
3687,424,755,4,1179
3688,256,794,1,1050
3689,474,796,3,1270
3690,859,166,6,693
3691,492,502,4,994
3692,299,233,4,532
3693,369,956,10,-587
3694,304,157,7,147
3695,596,929,7,-333
3696,650,211,4,861
3697,538,285,1,823
3698,303,540,6,-237
3699,868,633,7,235
3700,366,334,2,700
3701,203,787,6,-584
3702,780,895,8,-115
3703,190,627,4,817
3704,808,399,1,1207
3705,180,643,8,-463
3706,326,592,10,-266
3707,327,242,6,85
3708,379,674,6,-295
3709,683,588,1,1271
3710,547,322,4,869
3711,42,782,10,-740
3712,372,716,7,-344
3713,302,649,2,951
3714,996,523,1,1519
3715,688,433,1,1121
3716,308,22,6,286
3717,823,764,7,59
3718,791,732,6,59
3719,825,988,8,-163
3720,56,388,7,-332
3721,190,169,3,359
3722,687,388,1,1075
3723,401,621,8,-220
3724,82,19,7,63
3725,573,569,5,4
3726,349,502,3,851
3727,462,204,10,258
3728,403,692,10,-289
3729,354,534,5,-180
3730,349,307,9,42
3731,546,178,7,368
3732,667,586,4,1253
3733,676,849,4,1525
3734,132,989,2,1121
3735,289,97,5,192
3736,866,241,3,1107
3737,666,743,8,-77
3738,587,968,8,-381
3739,709,57,4,766
3740,522,914,9,-392
3741,320,496,10,-176
3742,656,362,6,294
3743,222,886,2,1108
3744,659,440,10,219
3745,513,361,6,152
3746,347,393,5,-46
3747,899,969,10,-70
3748,638,98,8,540
3749,871,337,3,1208
3750,1,364,4,365
3751,148,773,3,921
3752,959,497,8,462
3753,945,184,8,761
3754,429,870,9,-441
3755,343,558,10,-215
3756,551,891,8,-340
3757,775,444,6,331
3758,465,485,6,-20
3759,463,291,2,754
3760,944,153,9,791
3761,5,603,2,608
3762,86,631,4,717
3763,969,634,6,335
3764,559,471,1,1030
3765,680,900,8,-220
3766,156,86,3,242
3767,780,434,1,1214
3768,460,662,10,-202
3769,212,151,5,61
3770,397,780,8,-383
3771,889,207,6,682
3772,170,861,3,1031
3773,309,843,5,-534
3774,609,753,4,1362
3775,296,593,9,-297
3776,710,52,5,658
3777,208,287,5,-79
3778,198,59,9,139
3779,938,296,2,1234
3780,518,447,6,71
3781,669,888,7,-219
3782,411,174,1,585
3783,915,863,7,52
3784,563,780,7,-217
3785,580,268,8,312
3786,36,237,9,-201
3787,490,871,1,1361
3788,824,701,1,1525
